SGP_id,Title,Producer,Category,Place,Type,Abstract,Coverage (Years),layer_url,layer_thumb,Available Formats,Users with View Permissions
2435413148,South Central Ontario Orthophotography Project (SCOOP) 2013 Classified LAS,Ontario Ministry of Natural Resources,Remote Sensing and Air Photos,Ontario,grid,"<p>South Central Ontario Orthophotography Project (SCOOP) 2013 Classified LAS was generated by Mapping and Geomatics Services Section (MGSS). </p><p>MGSS staff worked with the raw point cloud LAS data derived from image correlation in order to create a SCOOP 2013 Classified LAS.</p> <p>In total, SCOOP 2013 Classified LAS contains 35,923 non-overlapping tiles (1km x 1km) of classified point cloud data in LAS format covering South Central Ontario.</p><p>The Classified LAS is available for download through the use of this index service. Data are available as zlas format.</p>",2013,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2435413148"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/OpenContent/OpenContent_LIO_ClassLAS_SCOOP2013zlasIndex_vt.png,Various geospatial formats available.,Public
1762066550,Expressway Casements (EXC),DMTI Spatial Inc.,Transportation,Canada,vector,"<p>This layer contains expressway casements across Canada. Casements are buffers of all road segments containing street name and uniqueID of road buffered.</p> <p>This includes expressways and 400 series highways, e.g. Highway 401, Don Valley Parkway. </p><p><b>Note:</b> In 2012, there was a datum change from NAD83 to WGS84.</p>",2001 - 2014,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1762066550"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2014_CanMapRL_Streets_EXC_ALL_PROV.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
82188524,Mining Area Region,DMTI Spatial Inc.,Human Environment,Canada,vector,<p>This layer indicates the areas where mineral substances are extracted. This layer also includes classification for pits and quarries.</p><p>Additional tables and supporting documentation are available in the Data Dictionary and User Manual.</p>,2015 - 2023,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=82188524"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2022_CMCS_MiningAreaRegion.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
429762118,"Cartographic Boundary Files (CBF), 2006 Census",Statistics Canada,Boundaries,Ontario,vector,"<p>This data series contains all the Cartographic Boundary Files (CBF) produced by Statistics Canada for the 2006 census. This includes the following datasets:</p> <ul> <li>Agricultural Ecumene (Census Divisions)</li><li>Census Agricultural Regions</li> <li>Census Consolidated Subdivisions</li> <li>Census Divisions</li> <li>Census Metropolitan Areas & Census Agglomerations</li> <li>Census Subdivisions</li> <li>Census Tracts</li> <li>Designated Places</li> <li>Dissemination Areas</li> <li>Dissemination Blocks</li><li>Economic Regions</li> <li>Federal Electoral Districts, 2003 Representation Order</li> <li>Forward Sortation Areas</li><li>Population Ecumene (Census Divisions)</li><li>Provinces & Territories</li> <li>Urban Areas</li> <li>Ecumene Hydrography Reference Layer</li> <li>Hydrographic Layers - Interior Rivers</li> <li>Hydrographic Layers - Interior Water Bodies</li> <li>Hydrographic Layers - Coastal Water Bodies</li> </ul>",2007,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=429762118"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/DLI/DLI_2006_Census_CBF_Eng_Nat_cd.png,Various geospatial formats available.,Public
2173432173,"Street Network Files (SNF), 1991 Census",Statistics Canada,Boundaries,Ontario,vector,"<p>This data series contains two Street Network Files (SNF) produced by Statistics Canada for the 1991 census. The dataset only covers urban areas.</p> <ul> <li>Street Network Files</li> <li>Skeletal Street Network Files</li> </ul> </p><p> The original data files are from the Data Liberation Initiative (DLI), a Statistics Canada program that provides data to academic institutions in Canada. The original files have been converted from the Arcinfo Interchange E00 file format (.e00) or the MapInfo TAB file format (.tab) into a shapefile format (.shp), as part of a data migration project to enhance the spatial use of the data. The original data files, and other supporting files and documentation, are available as additional downloads from Scholars GeoPortal. </p>",1992,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2173432173"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/DLI/DLI_1991_Census_SNF_Eng_Nat_snf.png,Various geospatial formats available.,Public
38688791,Chimney Point,DMTI Spatial Inc.,Physical Environment,Canada,vector,"<p>This layer indicates the locations of wood burners, flare stacks, and other industrial chimneys. </p><p>Additional tables and supporting documentation are available in the Data Dictionary and User Manual.</p>",2015 - 2023,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=38688791"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2022_CMCS_ChimneyPoint.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
1852251910,Agricultural Resource Inventory (ARI) - Final,"Ontario Ministry of Agriculture, Food, and Rural Affairs",Farming and Food Production,Ontario,vector,"<p>The Agricultural Resource Inventory (ARI) - Final includes agricultural operations polygons created for project areas across Ontario. These have been digitized against ortho imagery.</p><p>The descriptions of these polygons include: Farms, Fields, Fencecrows and Roughland.</p><p><b>Note:</b> This dataset differs from the ARI - 1983, both in terms of coverage area and the way that the data has been classified. The ARI - 1983 dataset provides information on specific crops and field use, whereas this dataset broadly denotes land use.</p>",2017,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1852251910"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/OpenContent/OpenContent_LIO_ARI_Final_2017.png,Various geospatial formats available.,Public
3323373809,Den Site,Ontario Ministry of Natural Resources,Physical Environment,Ontario,vector,"<p> This data set identifies den sites, which are polygon features that show where a species gives birth to and nurses its young. Different den site types that are included in this data set are: <li>Arctic Fox Den Site</li><li>Black Bear Den Site</li><li>Eastern Grey Wolf Den Site</li><li>Grey Fox Den Site</li><li>Grey Wolf Den Site</li><li>Marten Den Site</li><li>Polar Bear Den Site</li><li>Red Fox Den Site</li><li> Wolverine Den Site</li></p><p>Supplementary tables can be used and are available for download from the additional documentation section. Supplementary look-up table descriptions are available in the Data Description document, which is available for download from the additional documentation section.</p>",1997 - 2005,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3323373809"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_DENSITE.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
279698292,Bear Management Area,Ontario Ministry of Natural Resources,Planning,Ontario,vector,"<p>This data set can be used to identify a Bear Management Area, which is an area of Crown land licenced annually to a tourist operator for providing bear hunting services to non-resident clients.</p><p>Some BMAs can completely surround private or patent land. Bear hunting services can occur on these lands provided the licenced tourist operator allocated the BMA has obtained permission of the land owner to provide bear hunting services on the property.</p><p>Supplementary tables can be used and are available for download from the additional documentation section.</p>",1997 - 2013,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=279698292"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_BEARMGMT.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
1493140344,Mississauga Street Centrelines,"Transportation and Works Department, City of Mississauga",Transportation,Ontario,vector,"<p>City of Mississauga digital mapping data contains very detailed topographic and planning information clipped to the City of Mississauga municipal boundary based on a scale of 1:2,000.</p><p>This data set contains all the street centrelines in the City of Mississauga, Ontario, including the names of the roads, operation status, and etc. </p>",2016 - 2020,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1493140344"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/CityOfMississauga/CityOfMississauga_2020_ENROUTE911.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
1265545730,Arc Hydro Quaternary Watershed Sessions,Ontario Ministry of Natural Resources,Geology,Ontario,grid,"<p>Arc Hydro (AH) is a geospatial and temporal data model for water resources, which operates within ArcGIS and was developed by the GIS in Water Resources (GISWR) Consortium in the United States. The Consortium is comprised of several members including:</p><li>Government agencies - US Geological Survey and the Environmental Protection Agency</li><li>Academia - Center for Research in Water Resources, University of Texas</li><li>Professional partners - Environmental Systems Research Institute (ESRI)</li><p>AH consists of a set of tools used to create and support a comprehensive water resources framework for hydrologic and related geospatial data analysis. The original focus of Arc Hydro was to support surface water modeling, but work has progressed into the groundwater realm. ESRI plans to link the two systems into one complete data modeling framework in the near future.</p><p>The Ministry of Natural Resources - Water Resources Information Program (WRIP) was involved in a multi-year project to develop standardized Arc Hydro surface water data sessions based on the Quaternary Watershed fabric for the Province of Ontario. Each session contains foundation layers required for fundamental hydrologic watershed analysis.</p><p>To meet the requirements of Arc Hydro, the project team followed rigorous quality checking and assurance procedures which resulted in extensive and significant base data improvements across the Province. These enhancements are regarded collectively as a 'snapshot' version of our hydrology base and derivative products. Base data updates are happening on a continual basis, which will have implications on any derivative or related product that has been produced to date by the Province. Any further work in Arc Hydro will depend on available resources and support from the various business areas interested in utilizing these data and tools.</p><p>Some key elements of the project include:</p><li>Basic terrain preprocessing developed for each Arc Hydro session populating the Drainage and Network components of the model</li><li>Setting up a Regional ID framework to manage Arc Hydro's HydroID at the Provincial level</li><li>The concepts of Global Delineation and Thresholding explored for complex quaternary sessions and nested watershed scenarios</li><li>Leveraging the WRIP water flow network in Arc Hydro analysis</li>",2007 - 2009,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1265545730"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_AH.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
12410280,Arenas Point,DMTI Spatial Inc.,Human Environment,Canada,vector,"<p>This layer includes all the arenas in Canada that are open to the public. </p><p> It includes contact information, number of rinks in each arena, as well as classification using the North America Standard Industry Classification System (NAICS) and Standard Industry Classification (SIC) to allow for further analysis. Supporting documentation is available in the Data Dictionary and User Manual.</p>",2015 - 2023,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=12410280"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2022_CMCS_ArenasPoint.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
4050367930,Airport - Replaced,Ontario Ministry of Natural Resources,Transportation,Ontario,vector,"<p>This data set can be used to identify tracts of land maintained for the landing of aircraft and for the receiving and/or discharging of passengers and cargo. For this data set, the different Airport types include:</p><li>Heliport</li><li>Runway</li><li>Seaplane Base</li><p>Retirement note: The data layer has been replaced. Airport data is available from ""Airport - Official"" and ""Airport - Other"".</p> <p>Supplementary tables can be used and are available for download from the additional documentation section. Supplementary look-up table descriptions are available in the data description document, which is available for download from the additional documentation section.</p>",1997 - 2006,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=4050367930"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_AIRPORT.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
WWIIMMKempen_1944_TIFF,"Kempen, Germany. 1:25,000. Map Sheet 4604, Going Map, 28 September 1944",Great Britain. War Office. General Staff. Geographical Section.,Historical,Ontario,grid,"<p>This is a 1:25,000 scale going map of the region of Kempen, Germany. It was published on September 28, 1944 by the Geographical Section, General Staff (GSGS) of the War Office of Great Britain.</p><p>This overprint utilizes the Nord de Guerre Zone Grid.</p><p>Production information for this overprint is SA/9/2521 and 4/2/45/519RE/2521.</p>",1944,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMKempen_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/OpenContent/WWIIMMKempen_1944_TIFF.png,Various geospatial formats available.,Public
96237628,Natural Gas Processing Plants Point,DMTI Spatial Inc.,Human Environment,Canada,vector,"<p>This layer indicates the point locations of natural gas processing plants, facilities designed to recover natural gas liquids from a stream of natural gas.</p><p>Additional tables and supporting documentation are available in the Data Dictionary and User Manual.</p>",2017,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=96237628"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2022_CMCS_NaturalGasProcessingPlantsPoint.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
26319718,Roads Label Table,DMTI Spatial Inc.,Transportation,Canada,textTable,<p>This table is used to display the names of roads in proper case (mixed-case) format when linked to the Roads layer.</p><p>This table can be joined to DMTI’s roads layer via the unique street identifier. Supporting documentation is available in the Data Dictionary and User Manual.</p>,2018 - 2023,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=26319718"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2022_CMCS_RoadsLabelTable.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
263602121,Aquatic Resource Area,Ontario Ministry of Natural Resources,Physical Environment,Ontario,textTable,"<p>This series contains features that can be used to describe the physical characteristics and fish species of lakes, rivers, or streams. This data set can also be used to link to more detailed external fish survey information for that waterbody.</p> <p>Aquatic Resource Area (ARA) Line (and ARA Polygon) spatially represent ARA Summary via a unique ID. Since spatial information does not exist for ARA Summary, edits can only be made to attribute information. The ARA Polygon and ARA Summary data classes can be downloaded from the Portal via the following records:</p> <li>Aquatic Resource Area Summary Line (Spatial View)</li><li>Aquatic Resource Area Summary Polygon (Spatial View)</li> <p>The information in ARA Summary is based on a combination of many sources, including ARA Survey Point information. A body of water should have one record containing ARA Summary information and may have zero to many ARA Survey Point data locations, the data of which may have been rolled up into the ARA Summary information. The ARA Summary and Survey Point layers are linked through use of the 'ARA Identifier' attribute. The ARA Survey Point data class can be downloaded from the Portal via the following record:</p> <li>Aquatic Resource Area Survey Point</li> <p>Supplementary tables can be used and are available for download from the additional documentation section.</p>",2009 - 2011,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=263602121"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_ARASUMRY.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
621571288,"Digital Boundary Files (DBF), 2001 Census",Statistics Canada,Boundaries,Ontario,vector,"<p>This data series contains the two Digital Boundary Files (DBF) produced by Statistics Canada for the 2001 census.</p> <ul> <li>Dissemination Blocks</li> <li>Forward Sortation Areas</li> </ul> <p> The original data files are from the Data Liberation Initiative (DLI), a Statistics Canada program that provides data to academic institutions in Canada. The original files have been converted from the Arcinfo Interchange E00 file format (.e00) or the MapInfo TAB file format (.tab) into a shapefile format (.shp), as part of a data migration project to enhance the spatial use of the data. The original data files, and other supporting files and documentation, are available as additional downloads from Scholars GeoPortal. </p>",2002,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=621571288"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/DLI/DLI_2001_Census_DBF_Eng_Nat_db.png,Various geospatial formats available.,Public
498165567,Tank,Ontario Ministry of Natural Resources,Utilities,Ontario,vector,<p>This data set is a polygon coverage that can be used to identify the location of an above ground container that holds either petroleum or water. </p> <p>Supplementary tables can be used and are available for download from the additional documentation section.</p>,1977 - 2007,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=498165567"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_TANK.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
89955392,Elevation Point,DMTI Spatial Inc.,Topography,Canada,vector,<p>This layer includes elevation points of 1m accuracy with respect to mean sea level.</p><p> Additional tables and supporting documentation are available in the Data Dictionary and User Manual.</p>,2015 - 2023,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=89955392"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2022_CMCS_ElevationPoint.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
4225591105,Stewardship Zone,Ontario Ministry of Natural Resources,Boundaries,Ontario,vector,<p>The Ontario Stewardship Program divides the province into four administrative regions or zones. Any given Stewardship Council will fall into one of these zones. Boundaries between adjacent Ontario Stewardship (OS) zones will also coincide with adjacent OS Council boundaries. This data set is a polygon coverage that can be used to identify the location of Stewardship Zones in Ontario.</p>,2010 - 2013,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=4225591105"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_OSZONE.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
1012224148,Settlement at 100K,Ontario Ministry of Natural Resources,Human Environment,Ontario,vector,<p>This data set is a point coverage that can be used to identify a feature marking a populated area.</p><p>Supplementary tables (including a look-up table) can be used and are available for download from the additional documentation section.</p>,1997,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1012224148"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_1KSETLMN.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
2298973204,"Census Subdistricts (CSD), 1871 Census of Canada","Department of Geography, University of Guelph",Boundaries,Canada,vector,"<p>This data set reconstructs the census compilation and dissemination geography of the 1871 Census of the Canadas, and includes the 1701 census sub-districts (CSD) of Ontario, Quebec, New Brunswick, and Nova Scotia. </p><p>The database includes records for each of the more than 45,000 industrial establishments counted in the first Census of Canada of April 1871. For each establishment, there are up to 125 variables.</p>",1990 - 1995,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2298973204"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/OpenContent/OpenContent_CANID_1871_CSD_Canada.png,Various geospatial formats available.,Public
WWIIMMKranenburg_02021945_TIFF,"Krannenburg, Germany. 1:12,500. Map Sheet 4202/1, 1st Edition, Defence Overprint, 2 February 1945",Canada. Royal Canadian Engineers,Historical,Canada,grid,"<p>This is a 1:12,500 scale map (defence overprint) of the region of Krannenburg, Germany. It is the first edition of this map, published on February 2, 1945 by the Royal Canadian Engineers.</p><p>This overprint was referenced from air photographs taken January 24, 1945 and ground information taken January 31, 1945, and it utilizes the Nord de Guerre Zone Grid (Blue).</p><p>Production information for the base map is 8M/1/45/3RCE/5356. Production information for the overprint is 8M/2/45/3RCE/5611.</p>",1945,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMKranenburg_02021945_TIFF"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/OpenContent/WWIIMMKranenburg_02021945_TIFF.png,Various geospatial formats available.,Public
69702799,Contours Line,DMTI Spatial Inc.,Topography,Canada,vector,<p>This dataset depicts lines of constant elevation. It can be used for terrain analysis and cartography purposes. </p><p>Additional tables and supporting documentation are available in the Data Dictionary and User Manual.</p>,2015 - 2023,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=69702799"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2022_CMCS_ContoursLine.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
311685684,Major Water Regions (MJWTR),DMTI Spatial Inc.,Water Resources,Canada,vector,"<p>Major Water Regions represent waterbodies with a heritage significance, or surface area greater than 100sqkm.</p><p> Major Water is engineered from a combination of National Topographic Data Base (NTDB) 1:50,000 and 1:250,000 scale hydrographic mapping data.</p><p><b>Note:</b> In 2012, there was a datum change from NAD83 to WGS84.</p>",2003 - 2014,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=311685684"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2014_CanMapW_MJWTR_ALL_PROV.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
61630992,Administrative Area Region,DMTI Spatial Inc.,Boundaries,Canada,vector,<p>This layer contains detailed polygons that correspond to the 13 geopolitical jurisdictional areas of Canada (i.e. Provinces and Territories). The layer also includes population and dwelling counts for each region from the 2001 census and the 2011 census.</p><p> Additional tables and supporting documentation are available in the Data Dictionary and User Manual.</p>,2015 - 2023,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=61630992"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2022_CMCS_AdministrativeAreaRegion.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
1997856763,Crown Land,Ontario Ministry of Natural Resources,Boundaries,Ontario,vector,<p>This series contains data sets that can be used to identify areas of acquired and unpatented lands. Supplementary tables can be used and are available for download from the additional documentation section. These data sets are part of what was known as the OMNR Non-Fundamental Dataset.</p>,2010 - 2013,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1997856763"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_CL_PATENT_LAND.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
2636227147,Municipal Open Data Portals in Canada,Data in Ontario (DINO) Open Data Working Group,Location,Canada,vector,"<p>The Municipal Open Data Map identifies and links to open data portals developed and maintained by cities, municipalities, and regions in Canada. Data covers a variety of topics and categories. For further information about the data available visit the individual open data portal maintained by the appropriate governing authority.</p><p>Cities covered include: Edmonton, London, Ottawa, Toronto, Windsor, Niagara Falls, Vancouver, Mississauga, Kamloops, Langley, Nanaimo, North Vancouver, Prince George, Surrey, Medicine Hat, Regina, Burlington, York Region, Montreal, Ville de Quebec/ Quebec City, Sherbrooke, Prince Edward Island, Fredricton, Calgary, Peel Region, Niagara Region, Grande Prairie No. 1, Guelph, Hamilton, Regional District of Noth Okanagan, Red Deer, Saskatoon, Winnipeg, Saanich, City of Waterloo, and Waterloo Region.</p>",2012 - 2014,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2636227147"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/OpenContent/OpenContent_DINO_OpenDataLocations.png,Various geospatial formats available.,Public
499721261,"Census Tracts (CT), 1981 Census of Canada",Statistics Canada,Boundaries, ,vector,"<p> This dataset contains the boundaries of all 3,302 Census Tracts (CT) in Canada for the 1981 Census. </p><p> Census tracts are small, relatively stable geographic areas that usually have a population of 2,500 to 8,000. They are located in census metropolitan areas and in census agglomerations with an urban core population of 50,000 or more from the previous census. </p><p> These files were digitized at the University of Toronto Map & Data Library to improve accuracy over the original 1981 CARTLIB files from Statistics Canada. They were digitized by tracing 2011 census tract polygons where boundaries have not changed, and using georeferenced Statistics Canada 1981 census tract maps where boundaries have changed. All maps were georeferenced using first order polynomial transformation. The digitized dataset contains CMAUID, CTNAME and CTUID fields containing the identifiers for each census metropolitan area and each census tract. These fields can be used to join associated tabular data. <p></p> The original CARTLIB data files, digitized Shapefiles for each CMA, and other supporting files and documentation, are available as additional downloads from Scholars GeoPortal. </p>",1982,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=499721261"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/DLI/DLI_1981_Census_CBF_Eng_Nat_ct.png,Various geospatial formats available.,Public
727723472,"Ontario Airborne Geophysical Surveys, Magnetic and Electromagnetic Data, Latchford Area",Ontario Ministry of Northern Development and Mines,Geology,Ontario,grid,"<p>As part of an on-going program to acquire high-quality, high-resolution airborne geophysical data across the Province of Ontario, the Ontario Ministry of Northern Development and Mines (MNDM) does, from time to time, issue Requests For Data (RFD) in order to purchase existing proprietary data held by mining companies. Purchase of existing data complements new surveys commissioned by the MNDM.</p><p>The magnetic and electromagnetic surveys, included in this data set, were flown by Geotech Ltd. and Fugro Airborne Surveys Corp. for Amador Gold Corp. and Temex Resources Corp., respectively.</p> <p>The data include: 15 m x 15 m grids and GeoTIFF images of magnetic and electromagnetic data; DXF vector files of flight path, EM anomalies, Keating correlation coefficients and contours of the residual magnetic field and EM decay constant; database of Keating correlation coefficients and picked EM anomalies; and a report in portable document format (.pdf).</p><p>Please note that the data formats described above require several software packages to access the data.</p>",2013,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=727723472"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_GDS1242.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
669527358,"Cartographic Boundary Files (CBF), 1991 Census",Statistics Canada,Boundaries,Ontario,vector,"<p>This data series contains the Cartographic Boundary Files (CBF) produced by Statistics Canada for the 1991 census. This includes the following datasets:</p> <ul> <li>Agricultural Ecumene</li> <li>Census Consolidated Subdivisions</li> <li>Census Divisions</li> <li>Census Metropolitan Areas & Census Agglomerations</li> <li>Census Subdivisions</li> <li>Census Tracts</li> <li>Federal Electoral Districts, 1987 Representation Order</li> <li>Population Ecumene</li> <li>Provinces & Territories</li> </ul> </p><p> The original data files are from the Data Liberation Initiative (DLI), a Statistics Canada program that provides data to academic institutions in Canada. The original files have been converted from the Arcinfo Interchange E00 file format (.e00) or the MapInfo TAB file format (.tab) into a shapefile format (.shp), as part of a data migration project to enhance the spatial use of the data. The original data files, and other supporting files and documentation, are available as additional downloads from Scholars GeoPortal. </p>",1991,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=669527358"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/DLI/DLI_1991_Census_CBF_Eng_Nat_cd.png,Various geospatial formats available.,Public
1722382221,"Census Districts (CD), 1891 Census of Canada",Historical Atlas of Canada,Boundaries,Canada,vector,"<p>This data set reconstructs the census compilation and dissemination geography of the 1891 Census of the Canadas, including the census districts (CD) of Ontario, Quebec, New Brunswick, and Nova Scotia. </p><p>The boundaries were originally compiled for the Historical Atlas of Canada <a href=""http://www.historicalatlas.ca/website/hacolp/index.htm""> Online Learning Project</a>, and were derived from a combination of sources including the Atlas of Canada 1:7 500 000 data set. </p>",1993 - 1998,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1722382221"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/OpenContent/OpenContent_HACOLP_1891_CD_Canada.png,Various geospatial formats available.,Public
