Nid,Title,Year,Author,Format,Who Can Use This Data,URL,Abstract,Metadata,How to Cite This,Scholars Geoportal URL,Geospatial Availability,Geospatial Subjects New,Geospatial Geography,Geospatial Formats,Filepath,field_geospatial_image_alt,field_geospatial_image_title,SGP_id,Projection,Datum,Entry Date,File Location,File Size
23045,London Railways,2016 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=4059953159"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of railways in the City of London, Ontario.</p> <p><i>Note: Previous editions of the information contained in this dataset can be found in the <b>London Rail Lines, London Abandoned Rail Lines</b> and <b>London Rail Segments </b> datasets.</i></p>","<p>City of London. <em>London Railways</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=4059953159.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=4059953159"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Transportation,Ontario,Vector,https://library.mcmaster.ca/sites/default/files/geospatial/western_cityoflondon_2018_railways.png,,,4059953159,,,,,
23053,London Steps,2009 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3829330000"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of steps in the City of London, Ontario.</p>","<p>City of London. <em>London Steps</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=3829330000.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3829330000"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Planning,Ontario,Vector,https://library.mcmaster.ca/sites/default/files/geospatial/western_cityoflondon_2018_steps.png,,,3829330000,,,,,
23054,London Trees,2009 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=335746646"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of trees in the City of London, Ontario.</p>","<p>City of London. <em>London Trees</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=335746646.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=335746646"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Physical Environment,Ontario,Vector,https://library.mcmaster.ca/sites/default/files/geospatial/western_cityoflondon_2018_trees.png,,,335746646,,,,,
23059,London Unknown Parking Lot Centroids,2009 - 2015,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2627292043"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of unknown parking lot centroids in the City of London, Ontario.</p><p><i>Note: As of 2016, this dataset was incorporated into the <b>Parking Lot Points</b> dataset.</i></p>","<p>City of London. <em>London Unknown Parking Lot Centroids</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=2627292043.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2627292043"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Transportation,Ontario,Vector,https://library.mcmaster.ca/sites/default/files/geospatial/western_cityoflondon_2015_pkngunknownpt.png,,,2627292043,,,,,
23060,London Transmission Lines,2009 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3888167700"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of transmission lines in the City of London, Ontario.</p>","<p>City of London. <em>London Transmission Lines</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=3888167700.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3888167700"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Utilities,Ontario,Vector,https://library.mcmaster.ca/sites/default/files/geospatial/western_cityoflondon_2018_electricaltransmissionlines.png,,,3888167700,,,,,
23065,London Street Centrelines,2009 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3999842339"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set represents the streets in the City of London, Ontario as linear features.</p>","<p>City of London. <em>London Street Centrelines</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=3999842339.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3999842339"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Transportation,Ontario,Vector,https://library.mcmaster.ca/sites/default/files/geospatial/western_cityoflondon_2018_singlestreetcentreline.png,,,3999842339,,,,,
23068,London Digital Elevation Model,2018 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=89249774"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London Digital Elevation model is a 3-dimensional raster data set which captures terrain elevations.</p><p> This data set covers the entirety of the city of London, Ontario.</p>","<p>City of London. <em>London Digital Elevation Model</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=89249774.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=89249774"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Topography,Ontario,Vector,,,,89249774,,,,,
23069,London Buildings,2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=809110714"">Access this resource</a> on Scholars Geoportal.</p>","<p>The 2018 City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of buildings in the City of London, Ontario.</p>","<p>City of London. <em>London Buildings</em> [digital resource: vector]. City of London, 2019. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=809110714.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=809110714"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Human Environment,Ontario,Vector,https://library.mcmaster.ca/sites/default/files/geospatial/western_cityoflondon_2018_buildings.png,,,809110714,,,,,
23070,London Contour Lines,2009 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1139595442"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of contour lines in the City of London, Ontario.</p>","<p>City of London. <em>London Contour Lines</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=1139595442.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1139595442"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Topography,Ontario,Vector,https://library.mcmaster.ca/sites/default/files/geospatial/western_cityoflondon_2018_contours.png,,,1139595442,,,,,
23071,London Silos,2016 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3228975299"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of silos in the City of London, Ontario.</p><p><i>Note: Formerly part of the <b>London Structures (Lines) / London Building Outlines</b> dataset.</i></p>","<p>City of London. <em>London Silos</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=3228975299.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3228975299"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Human Environment,Ontario,Vector,https://library.mcmaster.ca/sites/default/files/geospatial/western_cityoflondon_2018_silos.png,,,3228975299,,,,,
23072,London Petroleum Tanks,2009 - 2015,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2543209705"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of petroleum tanks in the City of London, Ontario.</p><p><i>Note: As of 2016, this dataset was incorporated into the <b>London Tanks</b> dataset.</i></p>","<p>City of London. <em>London Petroleum Tanks</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=2543209705.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2543209705"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Human Environment,Ontario,Vector,https://library.mcmaster.ca/sites/default/files/geospatial/western_cityoflondon_2015_pettanklin.png,,,2543209705,,,,,
23080,London Rail Segments,2009 - 2015,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3421789997"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of rail segments in the City of London, Ontario.</p><p><i>Note: As of 2016, this dataset was incorporated into the <b>London Railways</b> dataset. </i></p>","<p>City of London. <em>London Rail Segments</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=3421789997.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3421789997"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Transportation,Ontario,Vector,https://library.mcmaster.ca/sites/default/files/geospatial/western_cityoflondon_2015_rrvslin.png,,,3421789997,,,,,
23083,London Masts,2009 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=4013099551"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of cell phone masts in the City of London, Ontario.</p>","<p>City of London. <em>London Masts</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=4013099551.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=4013099551"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Utilities,Ontario,Vector,https://library.mcmaster.ca/sites/default/files/geospatial/western_cityoflondon_2018_masts.png,,,4013099551,,,,,
23085,London Driveways,2016 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3940030391"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of driveways in the City of London, Ontario.</p><p><i>Note: Formerly part of the <b>London Parking Lots and Access Ways</b> dataset.</i></p>","<p>City of London. <em>London Driveways</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=3940030391.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3940030391"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Transportation,Ontario,Vector,https://library.mcmaster.ca/sites/default/files/geospatial/western_cityoflondon_2018_driveways.png,,,3940030391,,,,,
23086,London Piles,2009 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3440471546"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of piles, or unnatural or man-made accumulations of materials such as sand or gravel, in the City of London, Ontario.</p>","<p>City of London. <em>London Piles</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=3440471546.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3440471546"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Planning,Ontario,Vector,https://library.mcmaster.ca/sites/default/files/geospatial/western_cityoflondon_2018_piles.png,,,3440471546,,,,,
23087,London Paved Parking Lot Centroids,2009 - 2015,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1205514317"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of paved parking lot centroids in the City of London, Ontario.</p><p><i>Note: As of 2016, this dataset was incorporated into the <b>Parking Lot Points</b> dataset.</i></p>","<p>City of London. <em>London Paved Parking Lot Centroids</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=1205514317.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1205514317"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Transportation,Ontario,Vector,https://library.mcmaster.ca/sites/default/files/geospatial/western_cityoflondon_2015_pkngpavedpt.png,,,1205514317,,,,,
23094,London Walls,2009 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2295084538"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of walls in the City of London, Ontario.</p> <p><i>Note: As of 2016, this dataset incorporates the <b>London Retaining Wall Segments</b> dataset.</i></p>","<p>City of London. <em>London Walls</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=2295084538.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2295084538"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Human Environment,Ontario,Vector,https://library.mcmaster.ca/sites/default/files/geospatial/western_cityoflondon_2018_walls.png,,,2295084538,,,,,
23098,London Sewage Settling Basins,2009 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3723077405"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of sewage settling basins in the City of London, Ontario.</p>","<p>City of London. <em>London Sewage Settling Basins</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=3723077405.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3723077405"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Utilities,Ontario,Vector,https://library.mcmaster.ca/sites/default/files/geospatial/western_cityoflondon_2018_sewagesettlingbasins.png,,,3723077405,,,,,
23109,London Utility Poles,2009 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=4266634312"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of utility poles in the City of London, Ontario.</p>","<p>City of London. <em>London Utility Poles</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=4266634312.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=4266634312"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Utilities,Ontario,Vector,https://library.mcmaster.ca/sites/default/files/geospatial/western_cityoflondon_2018_utilitypoles.png,,,4266634312,,,,,
23118,London Spot Heights,2009 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3469002627"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of spot heights in the City of London, Ontario.</p>","<p>City of London. <em>London Spot Heights</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=3469002627.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3469002627"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Topography,Ontario,Vector,https://library.mcmaster.ca/sites/default/files/geospatial/western_cityoflondon_2018_spotheights.png,,,3469002627,,,,,
23119,London Contour Text,2009 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3143185295"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of contour text for the City of London, Ontario.</p>","<p>City of London. <em>London Contour Text</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=3143185295.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3143185295"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Topography,Ontario,Vector,https://library.mcmaster.ca/sites/default/files/geospatial/western_cityoflondon_2018_contourstext.png,,,3143185295,,,,,
23127,London Sidewalk Segments,2009 - 2015,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=4132799040"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of sidewalk segments in the City of London, Ontario.</p>","<p>City of London. <em>London Sidewalk Segments</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=4132799040.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=4132799040"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Planning,Ontario,Vector,https://library.mcmaster.ca/sites/default/files/geospatial/western_cityoflondon_2015_sdwlkvslin.png,,,4132799040,,,,,
23133,London Docks,2009 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1479234953"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of docks in the City of London, Ontario.</p>","<p>City of London. <em>London Docks</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=1479234953.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1479234953"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Planning,Ontario,Vector,https://library.mcmaster.ca/sites/default/files/geospatial/western_cityoflondon_2018_docks.png,,,1479234953,,,,,
23136,London Swimming Pools,2009 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=56312921"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of public swimming pools in the City of London, Ontario.</p>","<p>City of London. <em>London Swimming Pools</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=56312921.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=56312921"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Human Environment,Ontario,Vector,https://library.mcmaster.ca/sites/default/files/geospatial/western_cityoflondon_2018_poolspublic.png,,,56312921,,,,,
23139,London Unpaved Parking Lot Centroids,2009 - 2015,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3815362564"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of unpaved parking lot centroids in the City of London, Ontario.</p><p><i>Note: As of 2016, this dataset was incorporated into the <b>Parking Lot Points</b> dataset.</i></p>","<p>City of London. <em>London Unpaved Parking Lot Centroids</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=3815362564.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3815362564"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Transportation,Ontario,Vector,https://library.mcmaster.ca/sites/default/files/geospatial/western_cityoflondon_2015_pkngunpavedpt.png,,,3815362564,,,,,
23140,London Electrical Towers,2009 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=762340159"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of electrical towers in the City of London, Ontario.</p>","<p>City of London. <em>London Electrical Towers</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=762340159.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=762340159"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Utilities,Ontario,Vector,https://library.mcmaster.ca/sites/default/files/geospatial/western_cityoflondon_2018_towerselectricaltransmission.png,,,762340159,,,,,
23148,London Small Culverts,2009 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2600580880"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of small culverts in the City of London, Ontario. A culvert is a tunnel carrying a stream or open drain under a road or railroad.</p>","<p>City of London. <em>London Small Culverts</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=2600580880.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2600580880"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Utilities,Ontario,Vector,https://library.mcmaster.ca/sites/default/files/geospatial/western_cityoflondon_2018_culvertssmall.png,,,2600580880,,,,,
23153,London Topographic Feature Data (2D),2018 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3667315597"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London Topographic Map contains very detailed topographic and planning information, clipped to the municipal boundary of the city of London, Ontario. </p><p> This data set includes features such as hydrography, vegetation, and shoreline.</p>","<p>City of London. <em>London Topographic Feature Data (2D)</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=3667315597.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3667315597"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Topography,Ontario,Vector,,,,3667315597,,,,,
23154,London Racetracks,2009 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3544396682"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of racetracks in the City of London, Ontario.</p>","<p>City of London. <em>London Racetracks</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=3544396682.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3544396682"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Planning,Ontario,Vector,https://library.mcmaster.ca/sites/default/files/geospatial/western_cityoflondon_2018_racetracks.png,,,3544396682,,,,,
23163,London Golf Courses,2009 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2816253835"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of golf courses in the City of London, Ontario.</p><p>The golf courses layer contains the following features:</p><li>Bunker</li><li>Fairway</li><li>Green</li><li>Tee</li>","<p>City of London. <em>London Golf Courses</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=2816253835.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2816253835"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Planning,Ontario,Vector,https://library.mcmaster.ca/sites/default/files/geospatial/western_cityoflondon_2018_golfcoursefeatures.png,,,2816253835,,,,,
23166,London City Boundary,2009 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2583274878"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of the city boundary of the City of London, Ontario.</p>","<p>City of London. <em>London City Boundary</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=2583274878.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2583274878"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Boundaries,Ontario,Vector,https://library.mcmaster.ca/sites/default/files/geospatial/western_cityoflondon_2018_cityboundary.png,,,2583274878,,,,,
