Nid,Title,Year,Author,Format,Who Can Use This Data,URL,Abstract,Metadata,How to Cite This,Scholars Geoportal URL,Geospatial Availability,Geospatial Subjects New,Geospatial Geography,Geospatial Formats,Filepath,field_geospatial_image_alt,field_geospatial_image_title,SGP_id,Projection,Datum,Entry Date,File Location,File Size
19103,McMaster University Campus Plan,1999 - 2020,"<p>McMaster University, Facility Services, Drafting</p>","Shapefile (.shp), AutoCAD (.dxf, .dwg)",McMaster Students / Staff / Faculty only,,"<p>A detailed plan of the entire McMaster University Campus, including the western student parking zones. Each building has a unique ID number, and the legend describing the names of the buildings is superimposed directly on the map.</br>
 Years available: 1999, 2001, 2004, 2006, 2009, 2010, 2012, 2013, 2015, 2019, and 2020.</p>
 <p><h3>Request data</h3>To request this data, please fill out the <a href=""https://mcmaster-ca.libwizard.com/f/campus_plan"">Data Use Agreement</a>.</p>",<p>No metadata available.</p>,"<p>McMaster University Facility Services, Drafting, <em>McMaster University Campus Plan</em>. Hamilton, ON: McMaster University (2002)</p>",N/A,Library,Boundaries||Human Environment,Hamilton,Vector,,,,,,,,,
19078,Global Historical Climatology Network (GHCN) Global Daily Climate Data,1763 - present,<p>NOAA National Centers for Environmental Information</p>,ASCII,Public,"<p>National Centers for Environmental Information - <a href=""https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily"">Global Historical Climate Network - Daily</a></p>","<p>Daily climate data for stations worldwide, covering the time period 1763 - 2023.</p>
 <p>Includes information about precipitation (in millimetres), snowfall (in millimetres), snow depth (in millimetres), maximum temperature (in degrees C), minimum temperature (in degrees C) and temperature at time of observation (in degrees C).</p>
 <p>Data available varies for different countries, stations and years. Number of stations per country is also variable, with more data available for the United States than for other countries.</p>
 <p>Data source = United States National Climatic Data Center, Global Historical Climatology Network. This product was purchased as a 12 CD-ROM set from EarthInfo Inc.</p>
 <p>Tabular data can be extracted from CDs using vendor-supplied access software in ASCII, Binary, DBASE and Lotus formats.</p>",<p>Documentation is available through the GHCN website at the link provided. </p>,"<p>Menne, M.J., I. Durre, B. Korzeniewski, S. McNeal, K. Thomas, X. Yin, S. Anthony, R. Ray, R.S. Vose, B.E.Gleason, and T.G. Houston, 2012: Global Historical Climatology Network - Daily (GHCN-Daily), Version 3. [indicate subset used following decimal, e.g. Version 3.12]. NOAA National Climatic Data Center. http://doi.org/10.7289/V5D21VHZ [access date].</p>",N/A,Internet||Library,Climate,Hamilton||Ontario||Canada||USA||World,Text,,,,,,,,,
19106,The National Hydro Network (NHN),2016 (Temporal coverage 1944 - ),<p>Natural Resources Canada</p>,"Shapefile (.shp), File Geodatabase, Keyhole Markup Language (.kml), Web Map Service (WMS)",Public,"<p>Available for download through the <a href=""http://open.canada.ca/data/en/dataset/a4b190fe-e090-4e6d-881e-b87956c07977"">Open Government Portal</a>.</p>","<p>The National Hydro Network (NHN), focuses on providing a quality geometric description and a set of basic attributes describing Canada's inland surface waters. It provides geospatial vector data describing hydrographic features such as lakes, reservoirs, rivers, streams, canals, islands, obstacles (e.g. waterfalls, rapids, rocks in water) and constructions (e.g. dams, wharves, dikes), as well as a linear drainage network and the toponymic information (geographical names) associated to hydrography.</p>
 <p>The modeling work of the NHN is based in part on Linear referencing System (LRS) concepts. This approach allows the management of geometric representations separately from attribute information (referred to as events in LRS). Unique identifiers (called National Identifiers - NID), associated to each NHN feature, allow for efficient management of updates. The NHN is a vector, topographic data product primarily designed to allow hydrographic network analysis. It is intented for water flow analysis, water and watershed management, environmental and hydrographical applications, as well as for a multitude of cartographic applications.</p>","<p>For a complete description of NHN product metadata, refer to the record in the <a href=""http://open.canada.ca/data/en/dataset/a4b190fe-e090-4e6d-881e-b87956c07977"">Open Government Portal</a>.</p>","<p>National Hydro Network [computer file]. (2016). Ottawa, ON: Natural Resources Canada.</p>",N/A,Internet||Library,Physical Environment||Water Resources,Hamilton||Ontario||Canada,Vector,,,,,Lambert Conformal Conic,NAD83,,,
19107,National Pollutant Release Inventory (NPRI) - Reporting Facilities,1993 to Present,<p>Environment and Climate Change Canada</p>,"Comma-separated values (.csv), web map service (wms), Google Earth (.kml)",Public,"<p>Data available through the <a href=""https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html"">National Pollutant Release Inventory (NPRI) website</a>.</p>","<p>National Pollutant Release Inventory (NPRI) Facility Data provides information on pollutant releases, disposals and transfers for recycling reported by facilities, and their latitude and longitude coordinates. Downloadable formats include databases, spreadsheets and map layers.</p>
 <p>The data can be viewed in Google Earth with a KMZ file. Time series spatial data can be viewed in chronological order using a slider bar in the Google Earth viewer. Other formats include comma-separated values (.csv).</p>",<p>Details about the data are available through the download link provided.</p>,"<p>National Pollutant Release Inventory - Geographic Distribution of Reporting Facilities. [computer file]. (2016). Gatineau, QC: Environment and Climate Change Canada.</p>",N/A,Internet,Pollution,Canada,Vector,,,,,,,,,
19052,Canadian Soil Information Service (CanSIS),Various,<p>Agriculture and Agri-Food Canada</p>,"Shapefile (.shp), dBase (.dbf) table, Esri Interchange File (.e00)",Public,"<p><a href=""http://sis.agr.gc.ca"">Canadian Soil Information Service (CanSIS)</a></p>","<p>The Canadian Soil Information Service (CanSIS) web site provides access to soil survey data for some provinces and territories in addition to related datasets:</p>
 <ul>
 <li>National Soil DataBase (NSDB) - soil, landscape, and climatic data for Canada</li>
  <ul>
  <li><a href=""http://sis.agr.gc.ca/cansis/nsdb/ecostrat/index.html"">National Ecological Framework</a> data - EcoZones, EcoRegions, and EcoDistricts</li>
  <li><a href=""http://sis.agr.gc.ca/cansis/nsdb/slc/index.html"">Soil Landscapes of Canada (SLC)</a> - major soil and landscape attributes</li>
  </ul>
 <li><a href=""http://sis.agr.gc.ca/cansis/nsdb/dss/index.html"">Detailed Soil Surveys</a> (incomplete coverage - see <a href=""http://sis.agr.gc.ca/cansis/publications/surveys/index.html"">http://sis.agr.gc.ca/cansis/publications/surveys/index.html</a>).</li>
 </ul>","<p>An overview of each resource is available through the websites listed. A number of additional documents and resources, listed below, are also available through the CanSIS website.</p>
 <ul>
 <li><a href=""http://sis.agr.gc.ca/cansis/publications/manuals/index.html"">Canadian Soil Publications Archive - Manuals</a> (including taxonomy guides, soil survey and laboratory methods, glossary, etc.)</li>
 <li><a href=""http://sis.agr.gc.ca/cansis/nsdb/ecostrat/1999report/index.html"">National Ecological Framework - Attribute Data Report</a></li>","<p>National Soil DataBase [computer file]. Ottawa, ON: Agriculture and Agri-Food Canada, [year of dataset].</p>",N/A,Internet,Soils,Hamilton||Ontario||Canada,Vector,,,,,,,,,
19110,Oak Ridges Moraine Conservation Plan Datasets,1983 - 2006,<p>Ontario Ministry of Natural Resources</p>,"Shapefile (.shp), JPEG, PDF",McMaster Students / Staff / Faculty only,"<p>Some datasets are available for download through <a href=""https://geo.scholarsportal.info/"">Scholars GeoPortal</a>.</p>","<p>The Oak Ridges Moraine data set comprises of environmental data collected by the Ontario Ministry of Natural Resources as part of the Oak Ridges Moraine Conservation Plan. The data set is specific to the area of the Oak Ridges Moraine. Each data comes with a description about the attributes, metadata of the file, and the vector file. In some situations, a sample of the Oak Ridges Moraine Technical Paper provided by the Ministry of Municipal Affairs and Housing has also been included.</p>
 <p>The following is a list of the data available</p>
 <ul>
 <li>High Aquifer Vulnerabilty</li>
 <li>Rare Threatened Endangered Species Occurences</li>
 <li>Areas of Natural and Scientific Interest</li>
 <li>Wetlands</li>
 <li>Kettle Lakes</li>
 <li>Landform Conservation Areas</li>
 <li>Sandbarrens</li>
 <li>Geographic Townships</li>
 <li>Indian Reserves</li>
 <li>Railway</li>
 <li>Utility Line</li>
 <li>Water body- Water area</li>
 <li>Water body- Water line</li>
 <li>Roads</li>
 <li>Lots</li>
 <li>Niagara Escarpment</li>
 <li>Woodlands</li>
 </ul>",<p>Available with a copy of the data.</p>,"<p>Ontario Ministry of Natural Resources. <em>Oak Ridges Moraine</em> [computer file]. Toronto, Ontario: Ontario Ministry of Natural Resources, 2002.</p>",,Library||Internet,Boundaries||Physical Environment||Soils||Water Resources,Ontario,Vector,,,,,NAD 1983 UTM Zone 17N,NAD83,,"This data is available through the Library's GIS Services, contact libgis@mcmaster.ca.",
19120,Postal Code Conversion File (PCCF),Various,Statistics Canada,,McMaster Students / Staff / Faculty only,"<p>For more information about the product, see the Reference Guide or documentation available through <a href=""https://www150.statcan.gc.ca/n1/en/catalogue/92-154-X"">Statistics Canada</a>.</p>","<p>The Postal Code Conversion File (PCCF) is a table that can be used to link six-character postal codes to 2006 Census geographic area datasets, including dissemination areas (DAs), Census divisions (CDs), Census subdivisions (CSDs), Census tracts (CTs), and Economic regions (ERs). It also provides lat-long coordinates for the approximate location of each postal to support mapping.</p>
 <p>To help users deal with the issues of postal codes covering multiple locations, The PCCF makes use of single link indicators (SLIs), which identify the geographic area which contains the largest number of dwellings assigned to that postal code.</p>
 <h3>How to obtain the PCCF:</h3>
 <p>The PCCF can be obtained by contacting the <a href=""mailto:libdata@mcmaster.ca"">Library Data Services</a>. A data use agreement must be signed prior to data release.</p>","<p>A comprehensive reference guide is provided with the dataset and available through the <a href=""https://www150.statcan.gc.ca/n1/en/catalogue/92-154-X"">Statistics Canada website</a>. Additionally, a paper copy of a tutorial ""Using Postal Code Conversion Files in Arcview"" is available in the Library.</p>","<p>Postal CodeOM Conversion File (PCCF), 2009. Statistics Canada Catalogue no. 92-92-153-XCB.</p>",N/A,Library,Boundaries||Location,Hamilton||Ontario||Canada,Text,,,,,,,,,
19122,Selected World Mineral Deposits Database,2003,<p>Geological Survey of Canada</p>,MS Access Database (.mdb),Public,"<p>Available for download through <a href=""https://doi.org/10.4095/214766"">GEOSCAN</a>.</p>","<p>The Selected World Mineral Deposits Database is part of a project co-sponsored by the Geological Survey of Canada and ten exploration and mining companies. Additional data was supplied by collaborators in various countries. The database contains records for 1,578 mineral deposits of a variety of commodities in 150 countries of the world. Commodities include precious metals, base metals, ferrous metals, rare earth elements, bauxite, uranium, diamonds, emeralds and industrial minerals. The database also includes information about the geological deposits in which the minerals are found, and an extensive bibliography. File format: The original file is in Microsoft Access database format (.mdb). The library has also converted this format to shapefile and dbf for use in GIS. A guide to <a href=""https://library.mcmaster.ca/sites/default/files/geospat-mineral-abbrev-1801_abr.pdf"">mineral abbreviations</a> to assist researchers with interpretation of the commodity codes has been created by the library.</p>",<p>A readme file is available with the download. A paper copy is also available in the Map Collection.</p>,"<p>R.V. Kirkham and A.B. Rafer, Selected World Mineral Deposits Database. Natural Resources Canada, Geological Survey of Canada, Open File 1801 [CD-ROM]. 2003.</p>",N/A,Internet||Library,Geology,Hamilton||Ontario||Canada||USA||World,Vector,,,,,,,,"This data is available through the Library's GIS Services, contact libgis@mcmaster.ca.",
19146,Yukon Digital Geology,2003,<p>Geological Survey of Canada</p>,"Esri Interchange file (.e00), dBase (.dbf), Shapefiles (.shp)",Public,"<p>Available for download through the <a href=""http://data.geology.gov.yk.ca/Reference/42240"">Yukon Geological Survey</a>.</p>","<p>The Yukon Digital Geology CD-ROMs present a variety of geoscience datasets in digital format on the geology of the Yukon Territory. They include syntheses of bedrock geology and glacial limits, compilations of geochronology, paleontology, mineral occurrences, oil and gas wells, and a compendium of aeromagnetic images. The geology data is accompanied by several base map layers for context (topography, parks, latitude/longitude grids, political boundaries, towsn, roads, and railways). Map layers for this dataset include geochronology, folds, fossils, geology bedrock, glacial lakes, contours, minerals, oil and gas wells, parks, physiographic regions, roads, railways. For ease of use, data sets are divided geographically into 45 map tiles corresponding to the National Topographic System (NTS) 1:250,000 quadrangles. Refer to the <a href=""https://www.nrcan.gc.ca/earth-sciences/geography/topographic-information/maps/9767"">NTS index</a> to determine the tile required for your study area.</p>","<p>Documentation is provided in HTML format for each theme. Printed versions of these documents are available in the Map Collection, in the binder labelled GSC.</p>","<p>S.P. Gordey and A.J. Makepeace (compilers). Yukon Digital Geology. Natural Resources Canada, Geological Survey of Canada, Open File 1749 and Yukon Geological Survey, Open File 2003-9(D). Version 2.0, 2003. [2 CD-ROMs]</p>",N/A,Library||Internet,Geology,Canada,Vector,,,,,Albers Equal Area and UTM,NAD83,,"This data is available through the Library's GIS Services, contact libgis@mcmaster.ca.",
19047,ASTER Global Digital Elevation Model (GDEM),2011 (version 2),"<p>Produced jointly by Japan's Ministry of Economy, Trade and Industry (METI) and the U.S. National Aeronautics and Space Administration (NASA).</p>","GeoTIFF, PNG",Public,"<p>Versions 1 and 3 of the dataset are available through the <a href=""https://asterweb.jpl.nasa.gov/gdem.asp"">NASA website</a>.</p>","<p>The Advanced Spaceborne Thermal Emission and Reflection Radiometer (ASTER) Global Digital Elevation Model (GDEM) was developed jointly by the Ministry of Economy, Trade, and Industry (METI) of Japan and the United States National Aeronautics and Space Administration (NASA).</p>
 <p>The ASTER GDEM was contributed by METI and NASA to the Global Earth Observation System of Systems (GEOSS) and is available at no charge to users via electronic download from the Earth Remote Sensing Data Analysis Center (ERSDAC) of Japan and NASA's Land Processes Distributed Active Archive Center (LP DAAC).</p>
 <p>The ASTER GDEM covers land surfaces between 83' N and 83' S and is comprised of 22,600 1'-by-1' tiles. Tiles that contain at least 0.01% land area are included. The ASTER GDEM is in GeoTIFF format with geographic lat/long coordinates and a 1 arcsecond (approximately 30m) grid. It is referenced to the WGS84/EGM96 geoid. Pre-production estimated (but not guaranteed) accuracies for this global product were 20m at 95% confidence for vertical data and 30m at 95% confidence for horizontal data.</p>","<p>A detailed description, including data access links and a citation generator, are available on the <a href=""https://lpdaac.usgs.gov/node/1079"">Land Processes Distributed Active Archive Center (LPDAAC) website</a>.</p>","<p>See the <a href=""https://lpdaac.usgs.gov/citing_our_data"">Citing our Data</a> page on the LP DAAC website for more information.</p>
 <p>Format:</br>
 [Producer], [Release Year], [Dataset]. [Version]. NASA EOSDIS Land Processes DAAC, USGS Earth Resources Observation and Science (EROS) Center, Sioux Falls, South Dakota (https://lpdaac.usgs.gov), accessed [MM DD, YYYY], at http:// dx.doi.org/[DOI].</p>
 <ul><li>Producer: U.S./Japan ASTER Science Team</li>
 <li>Release year: 2009</li>
 <li>Dataset: ASTER Global Digital Elevation Model</li>
 <li>Version: 2</li>
 <li>DOI: 10.5067/ASTER/ASTGTM.002</li>
 </ul>",N/A,Library||Internet,Physical Environment||Remote Sensing and Air Photos||Topography,World,Raster,https://library.mcmaster.ca/sites/default/files/geospatial/aster_dem.jpg,ASTER GDEM sample,ASTER GDEM sample,,Unprojected Latitude & Longitude,WGS84,,"Version 2 is available through the Library's GIS Services, contact libgis@mcmaster.ca.",Each tile is approximately 25 MB
19080,Global Biodiversity Information Facility (GBIF) Data Portal,Varies by dataset,<p>Global Biodiversity Information Facility</p>,Various,Public,"<p><a href=""http://www.gbif.org/"">Global Biodiversity Information Facility (GBIF)</a></p>","<p>The Global Biodiversity Information Facility is an international organization that is working to make the world's biodiversity data accessible everywhere in the world. It is one of several projects working under official Biodiversity Information Stardards put forth by TDWG.</p>
 <p>The main function of this data portal is to allow users to browse georeferenced data of biota species occurence around the globe. The user can browse by species, by country, or by dataset/publisher. The species browser allows users to find the organism group they are looking looking for by taxanomic level (i.e. Kingdom, Phylum, Class etc. down to species and subspecies). The classifications in the taxonomic browser only provide the Latin names, but a search engine is also available to search species by common names.</p>
 <p>By viewing the overview page of a species, an interactive map will display the density of species occurence in a 1 degree grid. Please be aware that the maps only depict species occurence data that has been registered and indexed in GBIF, and therefore may not represent the full distribution of that species.</p>","<p>URLs linking to the datasets from which the data were compiled are available from the ""overview page"" of the species selected.</p>","<p>See the <a href=""https://www.gbif.org/citation-guidelines"">Citation Guidelines</a> on the GBIF website.</p>",N/A,Internet,Physical Environment||Portals,World,Interactive Map||Vector,,,,,,,,,
19131,Surficial Materials of Canada Map - 1880A,1995,<p>Natural Resources Canada</p>,"AutoCAD (.dxf), MapInfo (.mif), Esri Interchange file (.e00), JPG2000 (.jp2)",Public,"<p>Available for download through <a href=""https://doi.org/10.4095/205040"">GEOSCAN</a>.</p>","<p>This data consists of geology, landforms, and hydrography on separate layers in .DXF, .MIF, or .E00 formats. This data corresponds to the published maps that were used in the compilation of Map 1880A. The map shows the distribution of surficial materials in Canada, on land and in extensive offshore areas, at 1:5,000,000 scale. It portrays broad genetic categories of surface materials (alluvial, lacustrine, marine, glacial) and bedrock. The map was compiled using information from the Geological Survey of Canada, provincial geological surveys, and other sources. It provides a generalized picture of surface materials for the entire country which serves as base information for a variety of applications.</p>",<p>Metadata document included in file.</p>,"<p>Surficial Materials of Canada [computer file]. Ottawa, Ontario: Natural Resources Canada, 1995.</p>",N/A,Internet||Library,Geology||Water Resources,Hamilton||Ontario||Canada,Vector||Raster,https://library.mcmaster.ca/sites/default/files/geospatial/surficialgeology.jpg,surficialgeology.jpg,Map showing surficial materials of Canada,,Lambert Conformal Conic,NAD27,3/19/2009,,30.1 MB
19117,Peatlands of Canada,2011,<p>Natural Resources Canada</p>,"Esri Interchange File (.e00), Shapefile (.shp), JPEG, PDF",Public,"<p>Available for download through the <a href=""https://doi.org/10.4095/288786"">Geological Survey of Canada website</a>.</p>",<p>The Canadian Peatland Database contains information on the nature and distribution of peatland in Canada.</p>,"<p>Complete metadata file available with download and in <a href=""https://geoscan.nrcan.gc.ca/text/geoscan/metadata/of6561-e.pdf"">PDF format</a>.</p>","<p>Tarnocai, C., I.M. Kettles and B. Lacelle. 2011. Peatlands of Canada. Natural Resources Canada, Open File 6561 .</p>",N/A,Internet||Library,Geology||Physical Environment,Hamilton||Ontario||Canada,Vector,,,,,Lambert Conic Conformal,NAD27,,,
19085,"Great Lakes Information Network (GLIN), Great Lakes Mapping & GIS",Various,<p>Great Lakes Commission</p>,"Shapefile (.shp), Feature Service",Public,"<p><a href=""https://www.glc.org/greatlakesgis"">Great Lakes GIS</a></p>","<p>The GIS datasets are available for public use, and fall into one of several categories. These categories include:</p>
 <ol>
 <li><strong>Political Boundaries</strong> - state and provincial boundaries, congressional districts, and counties.</li>
 <li><strong>Geographic Boundaries</strong> - Great Lakes, Great Lakes watershed, and Lake Michigan Shoreline.</li>
 <li><strong>Elevation/Bathymetries</strong> - Lake Erie, Huron, Michigan, Ontario, St. Clair, and Superior bathymetry.</li>
 <li><strong>Watershed Boundaries</strong> - full extent and Great Lakes Basin extent for HUC08, HUC10, and HUC12.</li>
 <li><strong>Hydrology</strong> - major rivers.</li>
 <li><strong>Fishery</strong> - spawning locations and larval max extent.</li>
 <li><strong>Birds</strong> - important bird areas.</li>
 <li><strong>Miscellaneous</strong> - transportation routes such as airports, railways, and commercial waterways.</li>
 </ol>
 <p>PLEASE NOTE: Some datasets provide coverage for all the Great Lakes, while others only provide coverage for one lake.</p>",<p>No metadata available.</p>,"<p>The Great Lakes Information Network functions as a Data Portal for a variety of Great Lakes data. As such, you must cite the actual author of the dataset, which is indicated right next to the dataset titles in the GLIN directory.</p>
 <p><strong>Format:</strong> Author. <i>Title</i> [format]. Place of publication: Publisher, Date.</p>
 <p><strong>Example:</strong> United States Geological Survey. <i>Zebra mussel (Dreissena polymorpha) locations in the Great Lakes region</i> [computer file]. Reston, VA: Great Lakes Information Network, 2008.</p>",N/A,Internet,Boundaries||Physical Environment||Remote Sensing and Air Photos||Water Resources||Portals,Ontario||USA,Vector,,,,,,Various,,,
19119,Polar Data Catalogue,Varies by dataset,<p>Canadian Cyrospheric Information Network (CCIN)</p>,Vector and raster data formats,Public,"<p><a href=""https://www.polardata.ca/"">Polar Data Catalogue</a></p>","<p>The Polar Data Catalogue is an online searchable database of data and metadata that describes, catalogues and identifies diverse datasets generated by polar researchers. Research is conducted under a large variety of programs, including ArcticNet, the Northern Contaminants Program, NSERC-funded programs and the Government of Canada Programs. The scope of the research covers a range of disciplines, from natural sciences to policy to health and social sciences.</p>
 <p>The wealth of knowledge and data generated by polar research must be managed, to ensure and maximize the exchange and accessibility of relevant data, and to leave a lasting legacy. The Polar Data Catalogue was developed as a collaborative effort between ArcticNet, the Canadian Cryospheric Information Network (CCIN), and the Department of Fisheries and Oceans Canada (DFO) to facilitate the exchange of information about the Canadian Arctic among researchers and other user groups, including northern communities and international programs. </p>
 <p>To retrieve information, one must choose one of the data collections: Polar data catalogue, Canadian Ice Service Sea Ice Charts, or RADARSAT. In order to obtain results, one must choose four points within the Arctic or Antarctic map. Results are downloadable.</p>",<p>Metadata for the different datasets downloaded can be found within the results section under the metadata tab.</p>,"<p>The Polar Data Catalogue functions as a data portal for a variety of Canadian polar data. The actual author of the dataset must be cited. This information can be obtained from the metadata.</p>
 <p>Format: Author. <em>Dataset Name</em> [computer file]. Publisher location, Province: Publisher Name, Year.</p>",N/A,Internet,Climate||Geology||Physical Environment||Remote Sensing and Air Photos||Portals,Canada||World,Vector||Raster,,,,,,,,,
19093,Land and Water Digital Map Series 34: Global Map of Irrigation Areas,2013,<p>United Nations. Food and Agricultural Administration (FAO)</p>,"ASCII grid, Shapefile (.shp), PDF",Public,"<p>Available for download from <a href=""https://www.fao.org/aquastat/en/geospatial-information/global-maps-irrigated-areas/latest-version/"">FAO AQUASTAT</a> or <a href=""https://data.apps.fao.org/map/catalog/srv/eng/catalog.search?uuid=f79213a0-88fd-11da-a88f-000d939bc5d8#/metadata/f79213a0-88fd-11da-a88f-000d939bc5d8"">FAO GeoNetwork</a></p>","<p>The map shows the amount of area equipped for irrigation around the year 2005 as a percentage of the total area on a raster with a resolution of 5 minutes. The area actually irrigated was smaller, but is unknown for most countries. A special note has to be made for Australia and India where the map shows the total area actually irrigated. This is due to the fact that statistics collected in Australia and India refer to actually irrigated area as opposed to statistics with area equipped for irrigation which are collected in most other countries. An explanation of the different terminology to indicate areas under irrigation is given in the <a href=""http://www.fao.org/nr/water/aquastat/irrigationmap/glossary.pdf"">Glossary</a>.</p>
 <p>A digital interactive map, a static global map, downloadable spatial data, and full metadata for each region are available on the AQUASTAT website.</p>
 <p>Includes various PDF files with maps, documentation and reports.</p>","<p>Included on CD or on the </p>
 <p><a href=""http://www.fao.org/nr/water/aquastat/irrigationmap/index.stm"">AQUASTAT website</a></p>
 <h3>Call Number:</h3>
 <p>Maps GB 3201 .J4 2007 .F6</p>","<p>United Nations. Food and Agricultural Administration (FAO). <em>Global Map of Irrigation Areas. </em>[computer file]. FAO Land and Water Digital Series #34, 2007.</p>
 <p><strong>Library Contact: </strong></p>
 <p><a href=""mailto:libgis@mcmaster.ca"">libgis@mcmaster.ca</a></p>",N/A,Library||Internet,Physical Environment||Water Resources,World,Interactive Map||Vector||Raster,,,,,Geographic Coordinate System,WGS84,,,
19126,Soil and Terrain Database for Central Africa (SOTERCAF),2006,<p>United Nations Food and Agriculture Organization (FAO) and International Soil Reference and Information Centre (ISRIC)</p>,"Shapefile (.shp), KML, MS Access database",Public,"<p>Soil and Terrain Database for Central Africa (SOTERCAF) via <a href=""http://data.isric.org/geonetwork/srv/eng/catalog.search;jsessionid=CEAF36FC8B9C51EC4BB1F19986823DC4#/metadata/aa954c06-2b06-4eb7-8771-8f2216653b94"">ISIRC - World Soil Information</a>.</p>","<p>The Soil and Terrain database for Central Africa (SOTERCAF, version 1.0), including the Democratic Republic of Congo, Burundi and Rwanda, was compiled following the SOTER methodology within a collaborative activity of FAO and ISRIC World Soil Information.</p>
 <p>Space Shuttle Radar Topographic Mission (SRTM) digital elevation data at 90 m resolution have been used to derive the different landform units and to generate terrain information. </p>
 <p>In collaboration with the Laboratory of Soil Science of the University of Ghent, the SOTERCAF database was further refined with lithological and soil information.</p>
 <p>Low resolution information of the DR of Congo allowed a compilation only at scale 1:2 million, while the Burundi and Rwanda database were compiled at scale 1:1 million based on medium resolution maps.</p>
 <p>The results are presented in various formats: SRTM derived data are included as JPG-files; the SOTER data can be viewed in ArcGis 8.x or ArcGis 9.x and ArcView 3.x formats; the database is presented in a tabular (MSAccess) format.</p>
 <p>The data are available for download from the URL provided, as well as on CD-ROM (FAO CD # 32) from the Library.</p>",<p>Full metadata is available with the downloaded data.</p>,"<p>United Nations. Food and Agriculture Organization (FAO). <em>Soil and Terrain Database for Central Africa.</em> [computer file]. FAO Land and Water Digital Media Series, 2006.</p>",N/A,Internet||Library,Geology||Human Environment||Physical Environment||Soils||Topography,World,Vector,,,,,Geographic Coordinate System (EPSG:4326),WGS84,,,
19127,Soil and Terrain Database (SOTER) for Latin America and the Caribbean,2005,<p>United Nations Food and Agriculture Organization (FAO) and International Soil Reference and Information Centre (ISRIC)</p>,"Shapefile (.shp), KML, MS Access database",Public,"<p>Soil and Terrain Database (SOTER) for Latin America and the Caribbean (SOTERLAC), version 2.0 via <a href=""http://data.isric.org/geonetwork/srv/eng/catalog.search;jsessionid=CEAF36FC8B9C51EC4BB1F19986823DC4#/metadata/436bd4b0-7ffc-4272-be57-686b7d7eea7d"">ISIRC - World Soil Information</a>.</p>","<p>Contains information on the soil and terrain resources of Latin America and the Caribbean compiled according to the soil and terrain database methodology (SOTER). Information is stored in a relational database and in Arc/Info export format. This dataset contains reports, databases and digital maps for Latin America and the Caribbean (covering Mexico, the Caribbean Islands and all of South America).</p>
 <p>The variables within this database are divided into 5 groups</p>
 <ul><li>SOTER units</li>
 <li>Terrain components</li>
 <li>Soil components</li>
 <li>Profiles (total)</li>
 <li>Horizons</li>
 </ul>",<p>Full metadata is available with the downloaded data.</p>,"<p>United Nations. Food and Agriculture Organization (FAO). <em>Soil and Terrain Database for Latin America and the Caribbean.</em> [computer file]. FAO Land and Water Digital Media Series, 2005.</p>",N/A,Library||Internet,Soils,World,Vector,,,,,Geographic Coordinate System (EPSG:4326),WGS84,,,
19128,Soil and Terrain Database for Northeastern Africa,1998,<p>United Nations. Food and Agriculture Organization (FAO)</p>,Esri Interchange file (.e00),McMaster Students / Staff / Faculty only,,"<p>Contains reports, databases and digital maps for northeastern Africa (covering Burundi, Djibouti, Egypt, Eritrea, Ethiopia, Kenya, Somalia, Sudan, Rwanda and Uganda). A digital coverage is available for each country individually, as well as a coverage containing all ten countries for the whole area (Soil and Terrain Data Map of East Africa = SEA)</p>
 <p>There are 523 variables in the database, organized in three groups:</p>
 <ul>
 <li>General soil and terrain information</li>
 <li>General data for the three most important soils, and two inclusions</li>
 <li>Soil profile Information for the three dominant soils</li>
 </ul>
 <p>Most of the data are stored as qualitative data, where the classes describe the different class captions or where classes represent ranges of quantitative data.</p>",<p>A full description of the data is available with the CD-ROM under the Sea folder\document\sea.</p>,<p>United Nations. Food and Agriculture Organization (FAO). <em>Soil and Terrain Database for Northeastern Africa: Crop Production System Zones of the IGAD Subregion</em>. [CD-ROM]. FAO Land and Water Digital Media Series #02. 1998.</p>,N/A,Library,Soils,World,Vector,,,,,Unprojected lat/long,Unspecified Geographic Coordinate system.,,"This data is available through the Library's GIS Services, contact libgis@mcmaster.ca.",
