Nid,Title,Year,Author,Format,Who can use this data,URL,Abstract,Metadata,How to Cite This,Scholars Geoportal URL,To Delete,Geospatial Availability,Geospatial Subjects New,Geospatial Geography,Geospatial Formats,filepath,field_geospatial_image_alt,field_geospatial_image_title
5796,Great Lakes Bathymetry,Various,"<p>National Oceanic and Atmospheric Administration (NOAA), National Centers for Environmental Information</p>
","Shapefile (.shp), ASCII text, GeoTIFF, NetCDF, XYZ",Public,"<p>NOAA National Centers for Environmental Information - <a href=""https://www.ngdc.noaa.gov/mgg/greatlakes/greatlakes.html"">Great Lakes Bathymetry</a></p>
","<p>This website provides Great Lakes bathymetric data to the public and especially to the communities concerned with Great Lakes science, pollution, coastal erosion, response to climate changes, threats to lake ecosystems, and health of the fishing industry. This program was managed by NGDC and relied on the cooperation of NOAA/Great Lakes Environmental Research Laboratory, NOAA/National Ocean Service, the Canadian Hydrographic Service, other agencies, and academic laboratories.</p>
<p>Please note that the bathymetric data for Lake Superior is incomplete</p>
<p>Attributes associated with this data:  Aquatic Environment, Depth, Digital Elevation Model, Erie, Huron, Michigan, Ontario.</p>
<p>A tutorial explaining how to retrieve data from the website and how to convert it into a usable DEM is available on the <a href=""http://library.mcmaster.ca/maps/Accessing_Great_Lakes_Bathymetry_Data.pdf"">library's website</a>.</p>
","<p>Full metadata for each dataset is available on the NOAA website, see below:</p>
<ul>
<li><a href=""https://www.ngdc.noaa.gov/docucomp/page?xml=NOAA/NESDIS/NGDC/MGG/DEM/iso/xml/312.xml&view=getDataView&header=none"">Lake Erie and Lake St. Clair</a></li>
<li><a href=""https://www.ngdc.noaa.gov/docucomp/page?xml=NOAA/NESDIS/NGDC/MGG/DEM/iso/xml/284.xml&view=getDataView&header=none"">Lake Huron</a></li>
<li><a href=""https://www.ngdc.noaa.gov/docucomp/page?xml=NOAA/NESDIS/NGDC/MGG/DEM/iso/xml/264.xml&view=getDataView&header=none"">Lake Michigan</a></li>
<li><a href=""https://www.ngdc.noaa.gov/docucomp/page?xml=NOAA/NESDIS/NGDC/MGG/DEM/iso/xml/282.xml&view=getDataView&header=none"">Lake Ontario</a></li>
<li><a href=""https://www.ngdc.noaa.gov/docucomp/page?xml=NOAA/NESDIS/NGDC/MGG/DEM/iso/xml/greatlakes_bathymetry_lake_superior.xml&view=getDataView&header=none"">Lake Superior</a></li>
</ul>","<p><em>Great Lakes Bathymetry</em> [electronic resource]. Boulder, Colorado: National Geophysical Data Center, Marine Geology & Geophysics Division.  Accessed {date of access}, from http://www.ngdc.noaa.gov/mgg/greatlakes/greatlakes.html</p>
","<p>Bathymetry datasets are available for download through Scholars GeoPortal in both <a href=""http://geo.scholarsportal.info/#r/details/_uri@=3890357688&_add:true_nozoom:true"">raster</a> and <a href=""http://geo.scholarsportal.info/#r/details/_uri@=1170497541&_add:true_nozoom:true"">vector</a> formats and include coverage of Lake Superior.</p>",Delete,Internet,Topography||Water Resources,Canada||Ontario||USA,ASCII||Interactive Map,sites/default/files/geospatial/lakeontario.JPG,lakeontario.JPG,lakeontario.JPG
5798,"ArcCanada CD-ROM, Schools and Libraries Edition, Version 1.1",1998,"<p>ESRI Canada Limited</p>
","Shapefile (.shp), Grid (DEM), dBase (.dbf) tables",McMaster Students / Staff / Faculty only,,"<p>This CD-ROM was created as basic Canadian geographic files for educational use.</p>
<p>The National Level datasets were created at at scale of 1:5,000,000 and the Provincial Level datasets at 1:1,000,000. Accompanying tabular data (Land Potential Database) includes climate, soil, potential and actual crop data associated with map polygons at the scale of 1:5,000,000.</p>
<p>The product includes geological fault lines, ecozones, ecoregions, major lakes and rivers, national parks and climate data for entire country of Canada. Monthly mean temperature, rainfall, snowfall, wind speed, vapour pressure, solar radiation, potential evapotranspiration and solar radiation for each month of the year. Also includes data for total rainfall, total snowfall, and annual mean, maximum and minimum temperature. Also includes a sample of more detailed GIS themes for the City of Kingston.</p>
<p>Included in version 1.1 of this dataset is information regarding geological fault lines and earthquakes. Faults are categorized as rift, step, tectonic contact, tectonic plate, and thrust fault. Earthquakes are categorized by magnitude. The earthquake dataset is provided in tabular dBASE format, with latitudinal and longitudinal coordinates for each point.</p>
","<p>Description files for each theme available in HTML format on the CD.</p>
","<p><em>ESRI ArcCanada: Schools and Libraries Version 1.1</em> [CD-ROM]. (1998). Redlands, CA: Environmental Systems Research Institute. [Access Date].</p>
","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2660963380"">http://geo.scholarsportal.info/#r/details/_uri@=2660963380</a></p>",Delete,Library,Boundaries||Climate||Geology||Physical Environment||Soils||Transportation||Water Resources,Canada||Hamilton||Ontario,Shapefile,sites/default/files/geospatial/arccanada_sample.jpg,,
5802,"County of Simcoe, Muskoka, and Dufferin Orthophotography Project ",2008,"<p>Ontario Ministry of Natural Resources</p>
","GeoTIFF, MrSID",McMaster Students / Staff / Faculty only,"<p>Available for download through <a href=""http://geo.scholarsportal.info/#r/details/_uri@=247552604"">Scholars GeoPortal</a>.</p>","<p>This set of colour orthophotos (30cm resolution) taken in the spring of 2008 covers:</p>
<ul>
<li>The District of Muskoka (Town of Bracebridege, Hunstville, Gravenhurst, Township of Georgian Bay, Township of Muskoka Lakes and Township of Lake of Bays)</li>
<li>The County of Dufferin</li>
<li>County of Simcoe</li>
</ul>
","<p>Full metadata record available in the Land Information Ontario <a href=""https://www.javacoeapp.lrc.gov.on.ca/geonetwork?uuid=9498c8e3-bb91-4276-9029-b951b7525fa3"">metadata tool</a>.</p>","<p>Dataset name [format]. Producer location: Producer Name, Year.</br>
County of Simcoe, Muskoka, and Dufferin Orthophotography Project [computer file]. Peterborough, ON: Ontario Ministry of Natural Resources and Forestry, 2008.</p>
","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=247552604"">County of Simcoe, Muskoka and Dufferin Orthophotography Project, 2008</a></p>",Delete,Library,Remote Sensing and Air Photos,Ontario,MrSID,sites/default/files/geospatial/Muskoka-Simcoe.jpg,Muskoka-Simcoe.jpg,Muskoka-Simcoe.jpg
5805,Satellite StreetView,2002 to Present,"<p>DMTI Spatial Inc.</p>
",GeoTIFF,McMaster Students / Staff / Faculty only,"<p>Available for download through Scholars GeoPortal:</p>
<ul>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3278347227"">Alberta</a></li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2719262857"">British Columbia</a></li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1251739593"">Manitoba</a></li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3086819388"">New Brunswick</a></li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1228314246"">Newfoundland
 and Labrador</a></li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2614643589"">Northwest Territories</a></li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3792831213"">Nova Scotia</a></li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3575496259"">Nunavut</a></li>
<li>Ontario</li>
<li>Quebec</li>
<li>Saskatchewan</li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2069130656"">Yukon</a></li>
</ul>","<p>The <em>Satellite Streetview</em> data set produced by DMTI Spatial combines the digital road files with high resolution Quickbird satellite imagery (60 cm). The images are in natural colour and have been pan-sharpened and orthorectified. In addition, each satellite image can be aligned to the accompanying street data.</p>
<p>For each city, images are arranged either as one mosaic image or in tiles approximately 70 square kilometres. Each individual tile has a vintage date associated with it as part of the filename. To see which cities have coverage, click the links for the corresponding provinces or territory below: </p>

<ul>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3278347227"">Alberta</a></li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2719262857"">British Columbia</a></li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1251739593"">Manitoba</a></li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3086819388"">New Brunswick</a></li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1228314246"">Newfoundland and Labrador</a></li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2614643589"">Northwest Territories</a></li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3792831213"">Nova Scotia</a></li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3575496259"">Nunavut</a></li>
<li>Ontario</li>
<li>Quebec</li>
<li>Saskatchewan</li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2069130656"">Yukon</a></li>
</ul>

<p>This data is available to Canadian universities under <a href=""http://prod.library.utoronto.ca:8090/maplib/DMTI/"">DMTI Spatial SMART Consortium agreement</a>. Annual updates are recieved in October of each year.</p>
<p>Please check with map collection staff for an updated list of available cities each year.</p>","<p>A user guide in PDF format is supplied with the files.</p>
","<p>[City Name] Satellite StreetView [computer file]. Markham ON: DMTI Spatial Inc., [Year].</p>
","<p>Several datasets are available at GeoPortal with a search for <a href=""http://geo2.scholarsportal.info/#r/search/_queries@=Satellite%20StreetView;&fields@=;&sort=relevance&limit=all"">""Satellie StreetView""</a>.</p>",Delete,Library,Remote Sensing and Air Photos,Canada||Ontario,geoTIFF||Shapefile,sites/default/files/geospatial/satstreetview.jpg,Low resolution sample showing SSV imagery,Low resolution sample showing SSV imagery
5806,Census Boundary Files,2001 / 2006,"<p>Statistics Canada</p>
","Esri Interchange file (.e00), MapInfo Interchange Format (.mif), MapInfo Data (.mid)",Public,"<p>Census boundary files can be downloaded through Statistics Canada at the following links:</br>
<a href=""http://www12.statcan.gc.ca/census-recensement/2011/geo/bound-limit/bound-limit-2001-eng.cfm"">2001 Census - Boundary Files</a></br>
<a href=""http://www12.statcan.gc.ca/census-recensement/2011/geo/bound-limit/bound-limit-2006-eng.cfm"">2006 Census - Boundary Files</a></p>","<p>The boundary files portray the geographic limits used for census dissemination. The boundary files are available in two formats: Digital Boundary Files and Cartographic Boundary Files. Digital Boundary Files depict the full extent of the geographical areas, including the coastal water area. Cartographic Boundary Files depict the geographical areas using only the major land mass of Canada and its coastal islands.</p>
They are available for the following geographic areas:
<ul>
<li>Provinces/Territories</li>
<li>Federal Electoral Districts</li>
<li>Economic Regions</li>
<li>Census Divisions</li>
<li>Census Agricultural Regions</li>
<li>Census Consolidated Subdivisions</li>
<li>Census Subdivisions</li>
<li>Census Metropolitan Areas and Census Agglomerations</li>
<li>Census Tracts</li>
<li>Aggregate Dissemination Areas (2016)</li>
<li>Dissemination Areas</li>
<li>Blocks</li>
<li>Designated Places</li>
<li>Urban Areas</li>
<li>Population Ecumene</li>
<li>Agricultural Ecumene</li>
<li>Forward Sortation Areas (2011 / 2016)</li>
</ul>
","<p>Reference Guide available with download or through the <a href=""http://www5.statcan.gc.ca/olc-cel/olc.action?objId=92F0171G&objType=2&lang=en&limit=0"">Statistics Canada website</a>.</p>","<p>Geography Division, Statistics Canada, 2001 Boundary Files, Catalogue number 92F0171GIE</p>","<p>Cartographic Boundary Files (CBF):</br>
<ul>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=749265755"">2016 Census</a></li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=611955368"">2011 Census</a></li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=429762118"">2006 Census</a></li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1739082337"">2001 Census</a></li>
</ul>
Digital Boundary Files (DBF):</br>
<ul>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1869071820"">2016 Census</a></li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3789411615"">2011 Census</a></li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3607218365"">2006 Census</a></li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=621571288"">2001 Census</a></li>
</ul>
</p>",Delete,Library,Boundaries,Canada||Hamilton||Ontario,Shapefile,sites/default/files/geospatial/StatsCan.jpg,StatsCan.jpg,StatsCan.jpg
5807,"Census Boundary Files, 2006 Census",2006,"<p>Statistics Canada</p>
","Esri Interchange file (.e00), MapInfo Interchange Format (.mif), MapInfo Data (.mid)",Public,"<p><a href=""http://www12.statcan.gc.ca/census-recensement/2011/geo/bound-limit/bound-limit-2006-eng.cfm"">2006 Census - Boundary Files</a></p>
","<p>The 2006 boundary files portray the geographic limits used for census data collection and dissemination. The boundary files are available in two formats: Digital Boundary Files and Cartographic Boundary Files. Digital Boundary Files depict the full extent of the geographical areas, including the coastal water area. Cartographic Boundary Files depict the geographical areas using only the major land mass of Canada and its coastal islands.</p>

<p>Boundaries are available for:</p>
<ul>
<li>Provinces and Territories</li>
<li>Federal Electoral Districts</li>
<li>Economic Regions</li>
<li>Census Divisions</li>
<li>Census Agricultural Regions</li>
<li>Census Consolidated Subdivisions</li>
<li>Census Subdivisions</li>
<li>Census Metropolitan Areas and Census Agglomerations</li>
<li>Census Tracts</li>
<li>Dissemination Areas</li>
<li>Dissemination Blocks</li>
<li>Designated Places</li>
<li>Urban Areas</li>
<li>Population Ecumenes</li>
<li>Agricultural Ecumene</li>
</ul>

<p>Census data corresponding to census boundaries can be downloaded from <a href=""http://www12.statcan.gc.ca/datasets/Index-eng.cfm"">Statistics Canada</a> or <a href=""http://dc1.chass.utoronto.ca/"">CHASS</a>.  Data for Forward Sortation Areas and Dissemination Areas can be requested from the Library Data Service (<a href=""http://library.mcmaster.ca/data/"">http://library.mcmaster.ca/data/</a>)</p>","<p>Reference Guide available with download or through the <a href=""http://www5.statcan.gc.ca/olc-cel/olc.action?ObjId=92-160-G&ObjType=2&lang=en&limit=0"">Statistics Canada website</a>.</p>","<p>Geography Division, Statistics Canada, 2006 Boundary Files, Catalogue number 92-160-XWE, 92-160-XWF</p>",,Delete,Library,Boundaries,Canada||Hamilton||Ontario,Shapefile,,,
5809,Hamilton Digital Orthophotos 2007,2007,"<p>City of Hamilton, Information Technology Services, GIS Services.</p>
",MrSID,McMaster Students / Staff / Faculty only,,"<p>Photos taken in 2007 covering the City of Hamilton.</p>
<p>1m resolution imagery is provided as a single mosaic of the whole city, whereas the 15cm imagery is provided in 1km tiles.  An index showing the locations and file numbers of the individual tiles is available in the Map Collection (H:\AirPhotos\Hamilton\2007_Orthophotos\2007 Index.pdf).</p>
","<p>No metadata available</p>
","<p>City of Hamilton Digital Orthophotos [computer file]. Hamilton, Ontario: The City of Hamilton, 2007.</p>
",N/A,Delete,Library,Remote Sensing and Air Photos,Hamilton,MrSID,sites/default/files/geospatial/Hamilton2007Airphoto.jpg,Hamilton2007Airphoto.jpg,Hamilton2007Airphoto.jpg
5810,Hamilton Vector Data Set 2007,2007,"<p>City of Hamilton, Information Technology Services, GIS Services.</p>
",Shapefile (.shp),McMaster Students / Staff / Faculty only,,"<p>The majority of this vector data of the City of Hamilton was derived from 2007 air photos.</p>
<p>Vector layers in this dataset include: Buildings, Bus Routes (including Bus Stops), Contours, The Escarpment, Railways, Road Edge, Road Centerline, and Roads by Type (Highway, Major, Minor, Private), Sewer Mains and Manholes, Shoreline, Sidewalks, Trails, Ward Boundaries and Municipal Boundaries, and Water Valves, Nodes, and Mains.</p>
<p>Informative attribute data is included with each layer.  E.g. roads and trails have names, calculated length etc.</p>
","<p>No metadata received with this dataset.</p>
","<p><em>City of Hamilton Vector GIS Data</em> [computer file]. Hamilton, ON: City of Hamilton GIS Services, 2007.</p>
",N/A,Delete,Library,Boundaries||Human Environment||Physical Environment||Topography||Transportation||Water Resources,Hamilton,Shapefile,sites/default/files/geospatial/HamiltonVector2007.jpg,HamiltonVector2007.jpg,HamiltonVector2007.jpg
5812,Places to Grow : GIS Files for the Built Boundary for the Growth Plan for the Greater Golden Horseshoe (2006),2006,"<p>Ministry of Public Infrastructure Renewal</p>
",Shapefile (.shp),Public,"<p>Available for download through <a href=""https://www.javacoeapp.lrc.gov.on.ca/geonetwork?uuid=d1df452d-6006-40bf-b51a-c0509d5b73ef"">Land Information Ontario</a>.</p>","<p>Delineated and Undelineated Built Boundaries for the Greater Golden Horseshoe, Region of Durham, Region of Halton, Region of Niagara, Region of Peel, Region of Waterloo, Region of York, Simcoe County, City of Barrie, City of Brantford, City of Guelph, City of Hamilton, City of Toronto, City of Kawartha Lakes, City of Orillia, City of Peterborough, County of Brant, County of Dufferin, County of Haldimand, County of Northumberland, County of Peterborough, County of Wellington. Issued on April 2, 2008. Supporting documentation available from the  <a href=""http://placestogrow.ca/index.php?option=com_content&task=view&id=66&Itemid=15"">Ontario Ministry of Municipal Affairs</a>.</p>
","<p>See <a href=""https://www.javacoeapp.lrc.gov.on.ca/geonetwork?uuid=d1df452d-6006-40bf-b51a-c0509d5b73ef"">Land Information Ontario</a> for metadata record.</p>","<p>Built Boundary for the Growth Plan for the Greater Golden Horseshoe, 2006 [computer file]. Toronto, ON: Ministry of Public Infrastructure Renewal, 2008.</p>
","Built Boundary for the Growth Plan for the Greater Golden Horseshoe, 2006 - <a href=""http://geo.scholarsportal.info/#r/details/_uri@=d1df452d-6006-40bf-b51a-c0509d5b73ef"">Scholars GeoPortal</a>",Delete,Library,Boundaries||Human Environment,Hamilton||Ontario,Shapefile,sites/default/files/geospatial/BuiltBoundary.jpg,BuiltBoundary.jpg,BuiltBoundary.jpg
5813,Toronto Fire Insurance Plans - 1899,1899,"<p>Charles E. Goad</p>
",GeoTIFF,McMaster Students / Staff / Faculty only,,"<p>This set of fire insurance plans covers downtown Toronto and the Toronto Islands. These maps were scanned and georeferenced as part of the <a href=""http://mercator.geog.utoronto.ca/georia/menu.htm"">Georia Project</a> at the University of Toronto from an original atlas at Toronto Public Library, Toronto Reference Library (Atlas Collection).</p>
<p>Fire insurance plans provide detailed information about the history of the buildings and land use. Building outlines are included in the maps. These maps can be used to determine when a building was built or demolished, the details of building materials, the position of a building on a lot, and in some cases the name or function of the business.</p>
","<p>No metadata available. Some additional information is provided on the <a href=""http://mercator.geog.utoronto.ca/georia/datasum/dataset_GOAD.htm"">Georia website</a>.</p>","<p>Goad, Chas. E. <i>Atlas of the City of Toronto and Suburbs, Founded on Registered Plans and Special Surveys, Showing Plan Numbers, Lots & Buildings.</i> Toronto: Chas. E. Goad, 1899.</p>
",N/A,Delete,Library,Human Environment,Ontario,MrSID,sites/default/files/geospatial/PLATE03.jpg,PLATE03.jpg,Toronto FIP 1899 PLATE03.jpg
5817,ArcCanada Land Potential Database,1997,"<p>ESRI Canada</p>
","Shapefile (.shp), dBase (.dbf) table",McMaster Students / Staff / Faculty only,,"<p>Data provided by Agriculture Canada and supplied by ESRI as part of ArcCanada educational CD-ROM. Contains both spatial data (1:5,000,000) and tabular data, which can be mapped using the associated map unit field.</p>
<p>Tables included:</p>
<ul>
<li>Monthly climate data (based on 1951-1980 climate normals)</li>
<li>Climate during the growing season (growing season start/end/length, mean daily values, rainfall, etc.)</li>
<li>Soil climate, inventory, degradation, and suitability</li>
<li>Agroclimatic resource index</li>
<li>Capability for agriculture</li>
<li>Potential and actual crop yields</li>
</ul>
","<p>Description files available in HTML format on the CD.</p>
<p>Additional information is available in The Land Potential Data Base for Canada User's handbook, located online at <a href=""http://sis.agr.gc.ca/cansis/nsdb/lpdb/index.html"">http://sis.agr.gc.ca/cansis/nsdb/lpdb/index.html</a></p>","<p>ArcCanada CD-ROM, Schools and Libraries Edition, Version 1.0, 1997 [computer file]. Environmental Systems Research Institute Canada Inc, 1997.</p>
",N/A,Delete,Library,Climate||Soils,Canada||Ontario,Shapefile,sites/default/files/geospatial/arccanada_growingseason.jpg,,
5818,Provincial Topography,1998,"<p>ESRI Canada</p>
",,McMaster Students / Staff / Faculty only,,"<p>Contour lines for each individual province.  Contour intervals vary for each province. DEM at 1km resolution for individual provinces also available.</p>
",,"<p>ArcCanada CD-ROM, Schools and Libraries Edition, version 1.1, 1998 [computer file]. Environmental Systems Research Institute Canada Inc, 1998</p>
",N/A,Delete,Library,Topography,Canada||Hamilton||Ontario,Shapefile,sites/default/files/geospatial/ArcCanadaTopography.jpg,ArcCanadaTopography.jpg,ArcCanadaTopography.jpg
5820,Emporis Building Data: Commercial Real Estate Information and Construction Data,Various,"<p>Emporis</p>
",,Public,"<p><a href=""https://www.emporis.com/buildings"">https://www.emporis.com/buildings</a></p>
","<p>This website offers information about buildings for various cities worldwide.  Details such as construction date/status, building height, and number of floors are included.  Over one hundred buildings for the City of Hamilton are included in this website.  Although Emporis historically focused on high-rise buildings and skyscrapers, the website contains data for many low-rise buildings as well. For each city, buildings can be browsed by name or by geographic region.  Also provided for each city is a list of the city's most famous, most expensive, and tallest buildings.</p>
","<p>No metadata available.</p>
",,N/A,Delete,Internet,Human Environment,Canada||Hamilton||Ontario||USA||World,Interactive Map,sites/default/files/geospatial/emporis.jpg,emporis.jpg,emporis.jpg
5822,Southwestern Ontario Orthophotography Project (SWOOP),2006,"<p>First Base Solutions</p>
","MrSID, GeoTIFF",McMaster Students / Staff / Faculty only,"<p>Available for download through <a href=""http://geo.scholarsportal.info/#r/details/_uri@=4163035098"">Scholars GeoPortal</a>.</p>","<p>These images were flown in April 2006 by First Base Solutions and provided to the Library by Land Information Ontario through the Ontario Geospatial Data Exchange.</p>
<p>Coverage for County of Brant, County of Bruce, County of Dufferin, County of Elgin, Essex County, Chatham, County of Grey, County of Haldimand, County of Huron, County of Lambton, County of Middlesex, County of Norfolk, County of Oxford, County of Perth, Waterloo and Wellington.</p>
<p>Additional keywords: Airphoto, Counties, Orthoimagery, True Colour Imagery.</p>
<p>Index maps are available courtesy of the University of Western Ontario at <a href=""https://www.lib.uwo.ca/madgic/swoop_orthos.html"">https://www.lib.uwo.ca/madgic/swoop_orthos.html</a></p>
<p>A map showing the extent of coverage is available at <a href=""http://library.mcmaster.ca/maps/CoverageSWOOP2006.pdf"">http://library.mcmaster.ca/maps/CoverageSWOOP2006.pdf</a></p>
","<p>A metadata record is available in Land Information Ontario's (LIO) <a href=""https://www.javacoeapp.lrc.gov.on.ca/geonetwork?uuid=e22e19ce-111d-456a-a0a6-632aec647228"">metadata tool</a>.</p>
","<p>South Western Ontario Orthophotography Project [computer file], tile xx, 2006.</p>
","<p>Available for download through <a href=""http://geo.scholarsportal.info/#r/details/_uri@=4163035098$OGDE_SWOOP_2006_1km"">Scholars GeoPortal</a> in GeoTIFF and MrSID formats.</p>",Delete,Library,Remote Sensing and Air Photos,Ontario,MrSID,sites/default/files/geospatial/SWOOP_screenshot2.JPG,,
5823,Provincial Digital Elevation Model (DEM),2013,"<p>Ontario Ministry of Natural Resources and Forestry</p>
",DEM,Public,"<p>Available for download through <a href=""https://www.javacoeapp.lrc.gov.on.ca/geonetwork?uuid=012e3632-22a2-49d8-bbaf-ad8fbc0d0ceb"">Land Information Ontario</a></p>","<p>This data is available to the library through the Ontario Geospatial Data Exchange (OGDE), a program of the Ontario Ministry of Natural Resources. Files are in ASCII format and can be converted to GIS format.  DEMs are arranged in tiles. </p>
<p>Consult the <a href=""http://www.lib.uwaterloo.ca/locations/umd/digital/NRVISDEMIndex.html"">index</a>, courtesy of the University of Waterloo, to determine the tiles covering your study area.</p>
","<p>Metadata available from the <a href=""https://www.javacoeapp.lrc.gov.on.ca/geonetwork?uuid=012e3632-22a2-49d8-bbaf-ad8fbc0d0ceb"">Ministry of Natural Resources</a></p>
","<p>Ontario Ministry of Natural Resources and Forestry. Provincial Digital Elevation Model - Tiled Dataset, version 2.0.0 [computer file]. Peterborough : Ontario Ministry of Natural Resources and Forestry, 2005-2006.</p>
","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=4215761220"">Provincial Digital Elevation Model - Version 3.0</a></p>",Delete,Library,Topography,Hamilton||Ontario,ASCII,sites/default/files/geospatial/OGDE_DEM.jpg,,Sample DEM tile
5828,"Bedrock Geology of Ontario, Seamless Coverage",2001,"<p>Ontario Geological Survey</p>
",Shapefile (.shp),Public,"<p>Available for download from the <a href=""http://www.geologyontario.mndm.gov.on.ca/mndmaccess/mndm_dir.asp?type=pub&id=EDS006-REV"">Geology Ontario website</a></p>
","<p>A seamless geological map of the province that shows the distribution of bedrock units underlying Ontario. <font color=""#000011""><font color=""#000011"">It illustrates geological rock types, major faults, granulite areas, kimberlite intrusions, subsurface faults, and dike swarms</font></font>. Base information, such as latitude and longitude lines, water bodies and townships, is included.  The legend is subdivided geochronologically in the Phanerozoic, but geochronometrically in the Proterozoic and Archean.  This dataset is provided by the Ontario Geological Survey in cooperation with the Ministry of Northern Development and Mines for the purpose of assisting mineral exploration and development in academic, commercial, and government projects.</p>
<p>This dataset was originally released on CD-ROM in 1993, and was rereleased for download from the MNDM website in 2000.  The content of the dataset represents data collected from 1950 to 1988.</p>
<p>Another ERLIS dataset ""Geology of Ontario Base Maps"" is also available, and is intended to be used as a reference map for this dataset.  Information about this complementary dataset is available on the library website at the following link: <a href=""http://library.mcmaster.ca/maps/geospatial/geology-ontario-base-maps"">http://library.mcmaster.ca/maps/geospatial/geology-ontario-base-maps</a></p>
<p>Additional keywords associated with this data: Precambrian Geology, Ministry of Northern Development and Mines</p>
","<p>Comprehensive metadata documents ""Explanatory_Notes"", ""legend"", ""metadata-bedrock"" and ""readme"" are included with the downloadable dataset.</p>
","<p>Ontario Geological Survey, 1993, Revised 2000. <i>Bedrock Geology, Seamless Coverage of the Province of Ontario</i>. Ontario Geological Survey, ERLIS Data Set 6.</p>
",N/A,Delete,Internet||Library,Geology,Hamilton||Ontario,Shapefile,sites/default/files/geospatial/BedrockGeologyOnt.jpg,BedrockGeologyOnt.jpg,BedrockGeologyOnt.jpg
5830,Greater Toronto Area (GTA) Orthophotography Project 2005,2005,"<p>First Base Solutions</p>
",MrSID,McMaster Students / Staff / Faculty only,"<p>Available for download through <a href=""http://geo.scholarsportal.info/#r/details/_uri@=3385600859&_add:true_nozoom:true"">Scholars GeoPortal</a>.</p>","<p>Data provided by Ontario Geospatial Data Exchange (OGDE). Colour aerial photography captured in the Spring of 2005.</p>
","<p>a brief overview of all the Greater Toronto Digital Orthophotography projects is available through the Land Information Ontario <a href=""https://www.javacoeapp.lrc.gov.on.ca/geonetwork/srv/en/main.home"">Metadata Management Tool</a>.</p>
","<p>First Base Solutions. <em>Greater Toronto Area (GTA) Orthophotography Project 2005</em>[digital photograph]. Toronto ON: First Base Solution, 2005.</p>
<p>Copyright statement required on any map or publication produced using this data:<br />
""Produced by (researcher's name), McMaster University, with Data supplied under Licence by Members of the Ontario Geospatial Data Exchange.""</p>
","<p>Available for download through <a href=""http://geo.scholarsportal.info/#r/details/_uri@=3385600859"">Scholars GeoPortal.</p>",Delete,Library,Remote Sensing and Air Photos,Ontario,MrSID,sites/default/files/geospatial/Toronto2005.jpg,Toronto2005.jpg,Sample of City of Toronto orthophoto 2005
