Nid,Title,Year,Author,Format,Who Can Use This Data,URL,Abstract,Metadata,How to Cite This,Scholars Geoportal URL,To Delete,Geospatial Availability,Geospatial Subjects New,Geospatial Geography,Geospatial Formats,Filepath,field_geospatial_image_alt,field_geospatial_image_title,SGP_id
8952,Japan Tsunami Affected Area – March 2011,2011,"<p>East View Cartographic</p>
",GeoTIFF,McMaster Students / Staff / Faculty only,,"<p>Immediately following the earthquake and tsunami off the coast of northern Japan (March 2011), East View Cartographic (EVC) was approached by the Japan Map Center in Tokyo to make Japanese-English versions of eighteen 1:25,000 scale topographic maps over the affected area in and around Sendai, Japan. Relief workers from around the world needed print mapping in English. The 1:25,000 series is the largest scale series with full country coverage of Japan in georeferenced raster format (GeoTIFF).</p>
<p>Index file of areas covered included in PDF format.</p>
<p>Datum can be changed to Tokyo Datum (add + 12.3 seconds to latitude and add – 10.8 seconds to longitude).</p>
<p>Contour lines and bathymetric points interval are 10m.</p>
","<p>A user guide in PDF format is supplied with files.</p>
","<p>East View Cartographic. <em>Japan Tsunami Affected Area</em> [computer file]. Minneapolis, MN: East View Companies, 2011.</p>
",N/A,,Library,Physical Environment||Topography,World,Raster||geoTIFF,sites/default/files/geospatial/JapanTsunamiSample.JPG,JapanTsunamiSample.jpg,JapanTsunamiSample.jpg,
8949,Land and Water Digital Map Series 34: Global Map of Irrigation Areas,2013,"<p>United Nations. Food and Agricultural Administration (FAO)</p>
","ASCII grid, Shapefile (.shp)",Public,"<p>Available for download from <a href=""http://www.fao.org/nr/water/aquastat/irrigationmap/index10.stm"">FAO AQUASTAT</a> or <a href=""http://www.fao.org/geonetwork?uuid=f79213a0-88fd-11da-a88f-000d939bc5d8"">FAO GeoNetwork</a></p>","<p>The map shows the amount of area equipped for irrigation around the year 2005 as a percentage of the total area on a raster with a resolution of 5 minutes. The area actually irrigated was smaller, but is unknown for most countries. A special note has to be made for Australia and India where the map shows the total area actually irrigated. This is due to the fact that statistics collected in Australia and India refer to actually irrigated area as opposed to statistics with area equipped for irrigation which are collected in most other countries. An explanation of the different terminology to indicate areas under irrigation is given in the <a href=""http://www.fao.org/nr/water/aquastat/irrigationmap/glossary.pdf"">Glossary</a>.</p>
<p>A digital interactive map, a static global map, downloadable spatial data, and full metadata for each region are available on the AQUASTAT website.</p>
<p>Includes various PDF files with maps, documentation and reports.</p>
","<p>Included on CD or on the </p>
<p><a href=""http://www.fao.org/nr/water/aquastat/irrigationmap/index.stm"">AQUASTAT website</a></p>
<h3>Call Number:</h3>
<p>Maps GB 3201 .J4 2007 .F6</p>
","<p>United Nations. Food and Agricultural Administration (FAO). <em>Global Map of Irrigation Areas. </em>[computer file]. FAO Land and Water Digital Series #34, 2007.</p>
<p><strong>Library Contact: </strong></p>
<p><a href=""mailto:libgis@mcmaster.ca"">libgis@mcmaster.ca</a></p>
",N/A,,Library||Internet,Physical Environment||Water Resources,World,Interactive Map||Vector||Shapefile||Raster||ASCII||PDF,sites/default/files/geospatial/FAO34Sample.JPG,FAO34sample,FAO34Sample,
5778,Canada Land Inventory (CLI) - Land Capability for Forestry,Various,"<p>Natural Resources Canada</p>
",Shapefile (.shp),Public,"<p>Available for download through the <a href=""http://open.canada.ca/data/en/dataset?q=canada+land+inventory+forestry&sort="">Open Government Portal</a>.</p>
","<p>Maps showing land capability to support forest species. Equivalent to the Canada Land Inventory 1:250,000 paper maps series.</p>
<p>The mapping of land capability for forestry is based on a national classification system comparable with the other Canada Land Inventory sectors. Land is rated according to seven classes on its capability to grow commercial timber in areas stocked with the optimum number and species of trees. This rating considers the land in its natural state, without improvements such as fertilization, drainage, or amelioration practices.</p>
<p>Land ratings and classes may change, however, significant changes will only be achieved through costly and continuing practices. The best lands for tree growth are Class 1 while Class 7 land can not yield timber in commercial quantities, these represent the extremes.</p>
<p>The capability mappings have a scale of 1:250,000 and are accomplished through interpretation of air photographs and field surveys.</p>
<p>The dataset is available via the <a href=""http://open.canada.ca/data/en/dataset?q=canada+land+inventory+forestry+250%2C000&sort="">Open Government Portal</a>.</p>
","<p>Comprehensive readme file included with download.</p>
","<p>Canada Land Inventory - Land Capability for Forestry[computer file]. (2002). Ottawa, ON: Natural Resources Canada.</p>

",N/A,,Internet,Physical Environment||Soils,Canada||Hamilton||Ontario,Vector||E00||Shapefile,sites/default/files/geospatial/CLIforest.jpg,CLIforest.jpg,CLI Forestry,
6225,Land Information Ontario (LIO) Data Warehouse,Various,"<p>Ontario Ministry of Natural Resources and Forestry</p>
",Varies by dataset - raster and vector data formats,McMaster Students / Staff / Faculty only,"<p><a href=""https://www.ontario.ca/page/land-information-ontario"">https://www.ontario.ca/page/land-information-ontario</a></p>
","<p>Land Information Ontario (LIO) is a data warehouse containing over 250 layers of geographic data.  All datasets listed in this portal are available to McMaster University through the Ontario Geospatial Data Exchange (OGDE) agreement, and can be obtained through the Map Collection.</p>
<p>A complete list of all Datasets available from LIO can be browsed at the <a href=""https://www.ontario.ca/page/land-information-ontario"">LIO Data Warehouse Page</a>.  These datasets are not all immediately available from the Map Collection, but can obtained upon Student/Staff/Faculty request.  This process usually takes a few business days.</p>
<p>Some of the themes associated with these datasets include:</p>
<ul><li>Aerial Photography</li>
<li>Agriculture</li>
<li>Aquatic and other Water Management</li>
<li>Bedrock Geology</li>
<li>Buildings</li>
<li>Campsites</li>
<li>Conservation</li>
<li>Crown Land</li>
<li>Digital Elevation Models (DEM)</li>
<li>Ecoregions</li>
<li>Fire Management</li>
<li>Fish</li>
<li>Forest</li>
<li>Great Lakes</li>
<li>Hydrography</li>
<li>Indian Reserves</li>
<li>Invasive Species</li>
<li>Iron</li>
<li>Kimberlites</li>
<li>Land Ownership</li>
<li>Mines and Minerals</li>
<li>Municipal Boundaries</li>
<li>National Parks and Heritage Sites</li>
<li>Parcel Mapping Boundaries</li>
<li>Petroleum</li>
<li>Roads</li>
<li>Railways and Trails</li>
<li>Soil Surveys</li>
<li>Species Observation</li>
<li>Tourism</li>
<li>Wildlife Management</li>
<li>Woods and Wetlands</li>
<li>Wind Power</li>
</ul>
</p>
","<p>The metadata detail pages for all available datasets can be browsed in the <a href=""https://www.javacoeapp.lrc.gov.on.ca/geonetwork/srv/en/main.home"">metadata tool</a>.</p>
","<p>Author. <em>Dataset Name</em> [computer file]. Publisher location, Province: Publisher Name, Year.</p>
","<p>A variety of datasets can be downloaded through <a href=""http://geo1.scholarsportal.info/"">Scholars GeoPortal</a>.</p>",,Library||Internet,Boundaries||Climate||Geology||Human Environment||Physical Environment||Remote Sensing and Air Photos||Soils||Topography||Transportation||Water Resources||Portals,Hamilton||Ontario,Raster||MrSID||Vector||Shapefile,sites/default/files/geospatial/LIO.jpg,LIO.jpg,LIO logo,
6560,"""Make a Topographic Map"" Utility",2014,"<p>Ontario Ministry of Natural Resources and Forestry</p>
",Web-Based Interactive Map,Public,"<p>The map utility can be found at the following link: <a href=""https://www.ontario.ca/page/topographic-maps"">https://www.ontario.ca/page/topographic-maps</a></p>
","<p>The Make a Topographic Map application allows you to make your own topographic map of any part of Ontario. The data used to make these maps is largely from the Ministry of Natural Resources and Forestry, and is suitable for display at scales from 1:10,000 to 1:250:000.</p>
<p>The application will allow you to create PDF-format maps, print them on a local printer or send them via email, and create ""bookmarks"" which will allow you to store map locations and return to them later.</p>
","<p>No metadata is available as part of the ""Make a Map"" utility. However, the data used to make these maps is largely from the Ministry of Natural Resources and Forestry, and Natural Resources Canada. Full metadata is available for governmental data at data portals such as <a href=""http://open.canada.ca/en/open-data"">Canada's Open Data Portal</a> or the <a href=""https://www.javacoeapp.lrc.gov.on.ca/geonetwork/srv/en/main.home"">metadata tool</a>.</p>
","<p>Land Information Ontario (2016). Make a Topographic Map. [Interactive Map]. Retrieved from https://www.ontario.ca/page/topographic-maps</p>
",N/A,,Internet,Boundaries||Human Environment||Physical Environment||Remote Sensing and Air Photos||Topography||Transportation||Water Resources,Ontario,Interactive Map,sites/default/files/geospatial/LIO_interactive_map.JPG,Make a Map Utility,Make a Map Utility,
5814,Land Potential Data Base (LPDB) for Canada,1997,"<p>Canadian Soil Information System (CanSIS)</p>
",Esri Interchange file (.e00),Public,"<p><a href=""http://sis.agr.gc.ca/cansis/nsdb/lpdb/index.html"">http://sis.agr.gc.ca/cansis/nsdb/lpdb/index.html</a></p>
","<p>The Land Potential Data Base (LPDB) is a computerized information base, containing data about soil, climate, physiography, land use, modelled constraint free (potential) crop yields, actual crop yields and soil degradation for all regions of Canada. These data are referenced (keyed) to the map polygons of the Soils of Canada map, at a scale of 1:5,000,000.</p>
","<p>See the <a href=""http://sis.agr.gc.ca/cansis/nsdb/lpdb/index.html"">Land Potential Database for Canada User's Manual</a>.</p>
","<p>Land Potential DataBase, Version 1.0, National Soil DataBase, Agriculture and Agri-Food Canada. 1997.</p>
",N/A,,Internet,Human Environment||Physical Environment||Soils,Canada||Hamilton||Ontario,Vector||E00,,,,
5960,Landsat 5 TM Data,1982 - 2011,"<p>U.S. Geological Survey (USGS)</p>
",GeoTIFF,Public,"<p><a href=""https://landsatlook.usgs.gov/viewer.html"">LandsatLook Viewer</a></p>
","<p>The images in this dataset cover areas approximately 185 km by 185 km and are centred primarily on 17 major Canadian cities. These are: Calgary, Charlottetown, Edmonton, Fredericton, Halifax, Iqaluit, Montreal, Ottawa, Québec, Regina, St. John's, Saskatoon, Toronto, Victoria/Vancouver, Whitehorse, Winnipeg and Yellowknife.</p>
<p>CCRS has packaged and prepared this dataset for distribution through GeoGratis to offer interested individuals the opportunity to develop expertise in the use of satellite imagery.</p>
","<p>Full metadata available through the LandsatLook Viewer website.</p>
","<p><strong>Format:<br /></strong>Database Name [type of medium]. (Year). Producer location, province/state: Producer name. Available FTP: address/path/file [Access date]</p>
<p><strong>Example:</strong><br />
Landsat 5 TM Over Major Canadian Cities [computer file]. 1982-2011. Ottawa, ON: USGS. Available FTP: https://landsatlook.usgs.gov/viewer.html [January 27, 2017].</p>
",NA,,Internet,Remote Sensing and Air Photos,Canada||Ontario,Raster||geoTIFF,sites/default/files/geospatial/Landsat5.JPG,Landsat5.JPG,Landsat5.JPG,
5801,Orthoimages of Canada 1999-2003,1999 - 2003,"<p>Natural Resources Canada</p>
",GeoTIFF,Public,"<p>Available through the Government of Canada's <a href=""http://open.canada.ca/data/en/dataset/560351c7-061f-442f-9539-e38bb453ccbf"">Open Data Portal</a>.</p>
","<p>CanImage is a raster image containing information from Landsat 7 orthoimages that have been resampled and based on the National Topographic System (NTS) at the 1:50 000 scale in the UTM projection.  The Landsat 7 ortho images contain 8 spectral bands. For the creation of the CanImage product, the following bands were retained: band 3 (red), 2 (green) and 1 (green-blue). These bands are displayed using the colors: red (band 3), green (band 2) and blue (band 1). A linear stretching is done on each of the 3 band in order to increase the contrast. The clipping of the product according to the NTS in the UTM projection generate an overlap between the adjacent CanImage data sets.</p>
<p>The data are provided in large tiles based on the National Topographic System (NTS) map sheets.</p>
","<p>Available through the Government of Canada's <a href=""http://open.canada.ca/data/en/dataset/560351c7-061f-442f-9539-e38bb453ccbf"">Open Data Portal</a>.</p>
","<p><strong>Format:<br /></strong>Database Name [type of medium]. (Year). Producer location, province/state: Producer name. Available FTP: address/path/file [Access date]</p>
<p><strong>Example:</strong><br />
Orthoimages of Canada [computer file]. 1999-2003. Ottawa, ON: Natural Resources Canada. Available FTP: http://ftp.maps.canada.ca/pub/nrcan_rncan/image/canimage/50k/. [December 12, 2017].</p>
",N/A,,Internet,Remote Sensing and Air Photos,Canada||Hamilton||Ontario,Raster||geoTIFF,sites/default/files/geospatial/CanImage.jpg,CanImage.jpg,CanImage.jpg,
5715,London Colour Digital Orthoimagery 2002-2010,2002 - 2010,"<p>City of London, Ontario. Environmental and Engineering Services Department. Geomatics Division.</p>
",MrSID,McMaster Students / Staff / Faculty only,,"<p>Digital grayscale orthophotography coverage of the entire City of London flown in April. The imagery is available as one complete mosaic.</br>
Years available: 2002, 2004, 2005, 2007-2010. More recent years are available through Scholars GeoPortal.</p>
","<p>A very basic ""readme"" file is delivered with the dataset.</p>
","<p>City of London, Environmental and Engineering Services Dept., Geomatics Division. <i>London Digital Orthophotos 2002</i> [computer file]. London, Ontario: The City of London, 2002.</p>
",N/A,,Library,Remote Sensing and Air Photos,Ontario,Raster||MrSID,sites/default/files/geospatial/London2002.jpg,London2002.jpg,London2002.jpg,
8303,The City of London's Open Data Catalogue,2013 to Present,"<p>City of London, Ontario</p>
","Shapefile (.shp), Comma-separated values (.csv), Microsoft Excel (.xls), Google Earth (.kml) ",Public,"<p><a href=""http://www.london.ca/city-hall/open-data/Pages/Open-Data-Data-Catalogue.aspx"">Open Data Catalogue</a></p>
","<p>The data available in this catalogue is part of the Open Data initiative that allows the public access to municipal data.<br /></p>
<p>Examples of the available data includes accessible facilities, arenas, baseball diamonds, basketball courts, community centres, community gardens, community pools, dog off-leash parks, football fields, golf courses, multi-use pads, multi-use pathways, outdoor ice rinks, play structures, skateboard parks, soccer fields, swing sets, tennis courts, wading pools, washrooms, London city boundary and garbage & recycling collection zone boundaries.</p>
","<p>No metadata available.</p>
","<p><i>Dataset name</i> [Computer file]. London, Ontario: City of London, date.</p>
","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2636227147"">Municipal Open Data Portals in Canada</a></p>",,Internet,Boundaries||Human Environment||Transportation||Portals,Canada,Vector||KML||Shapefile||Excel,sites/default/files/geospatial/demoinprogress1.jpg,Demo 2,London Open Data Catalog,
6019,Manitoba Land Initiative - Digital Maps,Various,"<p>Manitoba Land Initiative</p>
",Various,Public,"<p><a href=""http://mli2.gov.mb.ca/"">Manitoba Land Initiative</a></p>
","<p>The Manitoba Land Initiative was developed by the Government of Manitoba in order to make various types of geographic data of the province readily available on the internet.  It contains various datasets in the following categories: Administrative Boundaries, Base Maps, Digital Elevation Models (DEM), Digital Imagery, Environment, Forest Inventory, Geographical Names, Geology Mapping, Hydrography, Land Use/Cover Maps, Municipal Maps, Quarter Section Grids, Soil Classification, Spatial Referencing, Topographic Maps, Town and Village Plans, and Transportation.  The sample image provided in this record depicts a layer describing different types of rock, available from the ""Geology Mapping"" section of the website.</p>
<p>All data are publicly available free from the website.</p>
","<p>Metadata documents are provided with the files upon download.  Metadata documents for several datasets are also available for separate download from the website.</p>
","<p>Citation should be written in the following format: Author. <i>Title</i> [computer file].  Place of publication: Publisher, Date.</p>
<p>Please check metadata documents for specific publication information for each dataset.</p>
",N/A,,Internet,Boundaries||Geology||Human Environment||Physical Environment||Remote Sensing and Air Photos||Soils||Topography||Transportation||Water Resources||Portals,Canada,Raster||ASCII||MrSID||TIFF||Vector||Shapefile,sites/default/files/geospatial/MBgeology.jpg,MBgeology.jpg,MBgeology.jpg,
6135,McMaster University Campus Plan 1999,1999 - 2015,"<p>McMaster University, Facility Services, Drafting</p>
","Shapefile (.shp), AutoCAD (.dxf, .dwg)",McMaster Students / Staff / Faculty only,,"<p>A detailed plan of the entire McMaster University Campus, including the western student parking zones.  Each building has a unique ID number, and the legend describing the names of the buildings is superimposed directly on the map.</br>
Years available: 1999, 2002, 2004, 2006, 2009, 2010, 2012, 2013, 2015.</p>
",<p>No metadata available.</p>,"<p>McMaster University Facility Services, Drafting, <em>McMaster University Campus Plan</em>. Hamilton, ON: McMaster University (2002)</p>
",N/A,,Library,Human Environment,Hamilton,DWF||Shapefile||Vector,sites/default/files/geospatial/McMaster1999.JPG,McMaster1999.JPG,McMaster1999.JPG,
8362,Earth Resources and Land Information System (ERLIS) Data Series,"Varies, by dataset","<p>Ontario Geological Survey</p>
","Shapefile (.shp), PDF",Public,"<p><a href=""http://www.geologyontario.mndm.gov.on.ca/index.html"">Search Geology Ontario</a></p>
","<p>Earth Resources and Land Information System (ERLIS) Data Series</p>
<ul>
<li><a href=""http://www.geologyontario.mndm.gov.on.ca/mndmaccess/mndm_dir.asp?type=pub&id=EDS006-REV"">ERLIS Data Set 6</a> - Bedrock Geology of Ontario, Seamless Coverage</li>
<li><a href=""http://www.geologyontario.mndm.gov.on.ca/mndmaccess/mndm_dir.asp?type=pub&id=EDS011"">ERLIS Data Series 11</a> - Tectonic Assemblages, Seamless Coverage of the Province of Ontario</li>
<li><a href=""http://www.geologyontario.mndm.gov.on.ca/mndmaccess/mndm_dir.asp?type=pub&id=EDS012"">ERLIS Data Series 12</a> - Townships and Unorganized Area Fabric for Ontario</li>
<li><a href=""http://www.geologyontario.mndm.gov.on.ca/mndmaccess/mndm_dir.asp?type=pub&id=EDS013-REV1"">ERLIS Data Series 13</a> - The Ontario Drill Hole Database</li>
<li><a href=""http://www.geologyontario.mndm.gov.on.ca/mndmaccess/mndm_dir.asp?type=pub&id=EDS014-REV"">ERLIS Data Series 14</a> - Quaternary Geology, Seamless Coverage of the Province of Ontario</li>
<li><a href=""http://www.geologyontario.mndm.gov.on.ca/mndmaccess/mndm_dir.asp?type=pub&id=EDS022"">ERLIS Data Series 22</a> - Topographic Base Map: Seamless Coverage of the Province of Ontario</li>
</ul>
","<p>Available with the downloaded data. Also available separately in PDF format via the links provided.</p>
","<p>Author. <i>Title</i> [format].  Place of publication: Publisher, Date</p>
",N/A,,Internet,Boundaries||Geology||Physical Environment||Topography,Ontario,Vector||Shapefile||PDF,sites/default/files/geospatial/ministry_header_e.gif,MNDMF,MNDMF,
6188,The National Map,Various,"<p>U.S. Department of the Interior, U.S. Geological Survey (USGS)</p>
",Various,Public,"<p><a href=""https://nationalmap.gov/"">The National Map</a></p>
","<p>The National Map represents the joint contributions of many federal agencies to provide maps and geospatial data for a variety of themes.  The website provides access to topographic maps, historical maps, elevation data, hydrography data, and geospatial data.</p>
<p>Since the retirement of the 1997-2014 Edition of the National Atlas of the United States, The National Map now offers a collection of 197 small-scale datasets that can be downloaded for free. Additionally, the Set of Dynamic Topographic Maps Illustrating Physical Features and hundreds of printable maps are offered by The National Map.</p>
<p>The National Map Small-Scale Collection website also links to Global Map, an international effort by national mapping organizations to produce consistent and accurate mapping data of the world at a scale of 1:1,000,000.</p>
<p>The National Map publishes two data collections at one million-scale: one for Global Map users and one for National Map users. In terms of vector geometry, the lines, points, and areas in these data collections are identical. The difference is in the attributes assigned to these features.</p>","<p>A complete metadata file is available to view on The National Map website.</p>
","U.S. Geological Survey, The National Map, 2017, [dataset], accessed [date] at [URL].",N/A,,Internet,Boundaries||Climate||Geology||Human Environment||Remote Sensing and Air Photos||Transportation||Water Resources,USA,Raster||geoTIFF||Interactive Map||Vector||Shapefile,sites/default/files/geospatial/NatAtlas.JPG,NatAtlas.JPG,NatAtlas.JPG,
6234,The National Hydro Network (NHN),2016 (Temporal coverage 1944 - ),"<p>Natural Resources Canada</p>
","Shapefile (.shp), Web Map Service (WMS)",Public,"<p>Available for download through the <a href=""http://open.canada.ca/data/en/dataset/a4b190fe-e090-4e6d-881e-b87956c07977"">Open Government Portal</a>.</p>
","<p>The National Hydro Network (NHN), focuses on providing a quality geometric description and a set of basic attributes describing Canada's inland surface waters. It provides geospatial vector data describing hydrographic features such as lakes, reservoirs, rivers, streams, canals, islands, obstacles (e.g. waterfalls, rapids, rocks in water) and constructions (e.g. dams, wharves, dikes), as well as a linear drainage network and the toponymic information (geographical names) associated to hydrography.</p>
<p>The modeling work of the NHN is based in part on Linear referencing System (LRS) concepts. This approach allows the management of geometric representations separately from attribute information (referred to as events in LRS). Unique identifiers (called National Identifiers - NID), associated to each NHN feature, allow for efficient management of updates. The NHN is a vector, topographic data product primarily designed to allow hydrographic network analysis. It is intented for water flow analysis, water and watershed management, environmental and hydrographical applications, as well as for a multitude of cartographic applications.</p>
","<p>For a complete description of NHN product metadata, refer to the record in the <a href=""http://open.canada.ca/data/en/dataset/a4b190fe-e090-4e6d-881e-b87956c07977"">Open Government Portal</a>.</p>
","<p>National Hydro Network [computer file]. (2016). Ottawa, ON: Natural Resources Canada.</p>",N/A,,Internet||Library,Physical Environment||Water Resources,Canada||Hamilton||Ontario,Interactive Map||Vector||KML||Shapefile,sites/default/files/geospatial/NHN_sample.PNG,NHN_DEMO.mxd,National Hydro Network,
6548,National Pollutant Release Inventory (NPRI) - Reporting Facilities,1993 to Present,"<p>Environment and Climate Change Canada</p>
","Comma-separated values (.csv), web map service (wms), Google Earth (.kml)",Public,"<p>Data available from the Government of Canada's <a href=""https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/access.html"">Open Data Portal</a>.</p>
","<p>National Pollutant Release Inventory (NPRI) Facility Data provides information on pollutant releases, disposals and transfers for recycling reported by facilities, and their latitude and longitude coordinates. Downloadable formats include databases, spreadsheets and map layers.</p>
<p>The data can be viewed in Google Earth with a KMZ file. Time series spatial data can be viewed in chronological order using a slider bar in the Google Earth viewer. Other formats include comma-separated values (.csv).</p>
","<p>Details about the data are available through the download link provided.</p>
","<p>National Pollutant Release Inventory - Geographic Distribution of Reporting Facilities. [computer file]. (2016). Gatineau, QC: Environment and Climate Change Canada.</p>",N/A,,Internet,Pollution,Canada,Vector||KML,sites/default/files/geospatial/googear1.PNG,NPRI Industrial Sectors,NPRI Industrial Sectors,
5789,"New York City (NYC) Fire Insurance, Topographic and Property Maps","Various, 1815 to 1955",The New York Public Library,Various,Public,"<p>Available for viewing and downloading on the New York Public Library's website - <a href=""https://www.nypl.org/collections/nypl-recommendations/guides/fire-topo-property-maps"">NYC Fire Insurance, Topographic and Property Maps</a>.</p>
","<p>The New York Public Library has digitized close to 9,000 pages from 162 historic atlases of the New York City area. The majority of these are fire insurance maps, which are published detailed city maps depicting building structures, lot dimensions, shoreline locations and sometimes, property ownership. This collection of digital images also includes zoning maps, air photos, and detailed topographic surveys.</p>
",<p>Additional description for each map sheet available on the NYPL website.</p>,"<p>When vieweing an individual map sheet, see the ""Cite This"" button listed underneath the image.</br>
For example:</br>
Lionel Pincus and Princess Firyal Map Division, The New York Public Library. (1884- - 1890). <em>Manhattan, V. 4, Double Page Plate No. 68  [Map bounded by E. 27th St., 2nd Ave., E. 22nd St., 4th Ave.]</em> Retrieved from http://digitalcollections.nypl.org/items/98b7f36a-3d70-6c65-e040-e00a18064b00</p>",N/A,,Internet,Human Environment||Topography||Remote Sensing and Air Photos,USA,Raster||geoTIFF||KML||TIFF,,,,
5787,Niagara Air Photo Index,1921 - 2015,"<p>Canada Department of Energy, Mines & Resources</p>
","GeoTIFF, JPEG",Public,"<p>Brock University Library - <a href=""https://brocku.ca/library/collections/mdg/maps-geodata/air-photo-collections/"">Air Photo Collection</a>.</p>
","<p>Digitized historical air photos of Niagara Region reproduced from Brock University Map Library Air Photo Collection.</p>
",<p>No metadata available.</p>,"<p>GeoTIFF Mosaics: 
[1934 Air Photo Mosaics of Niagara] [computer file]. (2011). St.Catharines, ON: Brock University Map, Data & GIS Library, Available: Brock University Maps, Data & GIS ftp://ftp.library.brocku.ca/Niagara_1934/ (Date Accessed).</p>

<p>Google Earth Overlays: 
Brock University Maps, Data & GIS. 1934 Air Photo Mosaics of Niagara [Google Earth layer]. 2011. 
[ca.1:6000] Brock University Maps, Data & GIS < https://brocku.ca/maplibrary/airphoto/mosaics/1934-Mosaics.kmz> (Date Accessed).</p>

<p>ArcGIS Image Service:
1934 Air Photo Mosaics of Niagara [ArcGIS Image Service]. St.Catharines, ON: Brock University Maps, Data & GIS, 2014. Available ArcGIS.com <https://tiles.arcgis.com/tiles/IBZpB6oNXY4mCIej/arcgis/rest/services/Niagara1934ImageService/MapServer> (Date Accessed).</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2134699428"">1934 Air Photos of Niagara Region</a></p>",,Internet,Remote Sensing and Air Photos,Ontario,Raster||geoTIFF||JPG,,,,
8318,Oak Ridges Moraine Conservation Plan Datasets,1983 - 2006,"<p>Ontario Ministry of Natural Resources</p>

",Shapefile (.shp),McMaster Students / Staff / Faculty only,"<p>Available for download through <a href=""http://geo1.scholarsportal.info/#r/search/_queries@=oak%20ridges%20moraine%20conservation%20plan;&fields@=;&sort=relevance&limit=entitled"">Scholars GeoPortal</a>.</p>","<p>The Oak Ridges Moraine data set comprises of environmental data collected by the Ontario Ministry of Natural Resources as part of the Oak Ridges Moraine Conservation Plan. The data set is specific to the area of the Oak Ridges Moraine. Each data comes with a description about the attributes, metadata of the file, and the vector file. In some situations, a sample of the Oak Ridges Moraine Technical Paper provided by the Ministry of Municpal Affairs and Housing has also been included.</p>
<p>The following is a list of the data available</p>
<ul>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=24225a6c-63db-460e-b5e0-f29c3723fb81%20lrcdtovsdvdb001.cihs.ad.gov.on.ca"">High Aquifer Vulnerabilty</a></li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2252350783%20lrcdtovsdvdb001.cihs.ad.gov.on.ca"">Rare Threatened Endangered Species Occurences</a></li>
<li>Areas of Natural and Scientific Interest</li>
<li>Wetlands</li>
<li>Kettle Lakes</li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1662237650"">Landform Conservation Areas</a></li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3985012176"">Sandbarrens</a></li>
<li>Geographic Townships</li>
<li>Indian Reserves</li>
<li>Railway</li>
<li>Utility Line</li>
<li>Water body- Water area</li>
<li>Water body- Water line</li>
<li>Roads</li>
<li>Lots</li>
<li>Niagara Escarpment</li>
<li>Woodlands</li>
</ul>","<p>Available with a copy of the data.</p>
","<p>Ontario Ministry of Natural Resources. <em>Oak Ridges Moraine</em> [computer file]. Toronto, Ontario: Ontario Ministry of Natural Resources, 2002.</p>
","<p>The following is a list of the data available through Scholars GeoPortal</p>
<ul>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=24225a6c-63db-460e-b5e0-f29c3723fb81%20lrcdtovsdvdb001.cihs.ad.gov.on.ca"">High Aquifer Vulnerabilty</a></li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1662237650"">Landform Conservation Areas</a></li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2774178080"">Land Use Designations</a></li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=46457963"">Planning Area</a></li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2252350783%20lrcdtovsdvdb001.cihs.ad.gov.on.ca"">Rare Threatened Endangered Species Occurences</a></li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3985012176"">Sandbarrens, Savannahs, Tallgrass Prairies</a></li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2127998790%20lrcdtovsdvdb001.cihs.ad.gov.on.ca"">Subwatersheds</a></li>
</ul>",,Library||Internet,Boundaries||Physical Environment||Soils||Water Resources,Canada,JPG||PDF||Vector||Shapefile,sites/default/files/geospatial/OakRidges_Demo1.jpg,Oak Ridges,Oak Ridges,
