Nid,Title,Year,Author,Format,Who Can Use This Data,URL,Abstract,Metadata,How to Cite This,Scholars Geoportal URL,Geospatial Availability,Geospatial Subjects New,Geospatial Geography,Geospatial Formats,Filepath,field_geospatial_image_alt,field_geospatial_image_title,SGP_id,Projection,Datum,Entry Date,File Location,File Size
22968,"Composite Map, [Udem] Germany. 1:25,000. Operation Blockbuster Overprint [Feb-Mar 1945]",1945,Great Britain. War Office. General Staff. Geographical Section.,Various geospatial formats available.,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMCompositeMapGermany_1942_TIFF"">Access this resource</a> on Scholars Geoportal.</p>","<p>This is a 1:25,000 scale map of Germany, prepared for the purpose of Operation Blockbuster (February-March 1945). It is a composite of several sheets (sheet numbers 4203, 4303, 4204, 4304) published by the Geographical Section, General Staff (GSGS) of the War Office of Great Britain.</p> <p><b>Note:</b> The date of this map is assumed, based on available information.</p>","<p>Great Britain. War Office. General Staff. Geographical Section. <em>Composite Map, [Udem] Germany. 1:25,000. Operation Blockbuster Overprint [Feb-Mar 1945]</em> [digital resource: Grid]. Great Britain. War Office. General Staff. Geographical Section., 1945. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMCompositeMapGermany_1942_TIFF.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMCompositeMapGermany_1942_TIFF"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Historical,Canada,Grid||Raster,https://library.mcmaster.ca/sites/default/files/geospatial/WWIIMMCompositeMapGermany_1942_TIFF.png,,,,,,,,
22969,"St. Pierre, France. 1:25,000. Map Sheet 40/14 SE, Defence Overprint, Operation Totalize, 6 August 1944",1944,Great Britain. War Office. General Staff. Geographical Section.,Various geospatial formats available.,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMStPierre_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>","<p>This is a 1:25,000 scale map of St. Pierre, France, prepared for the purpose of Operation Totalize (August 8-9, 1944). It is a defence overprint published by the Geographical Section, General Staff (GSGS) of the War Office of Great Britain on August 6, 1944. This overprint was referenced from air photographs taken July 31, 1944, counter-battery sources taken August 3, 1944, and ground sources taken August 5, 1944.</p><p>Production information for the overprint is 2010/8/44/3RCE/5028.</p>","<p>Great Britain. War Office. General Staff. Geographical Section. <em>St. Pierre, France. 1:25,000. Map Sheet 40/14 SE, Defence Overprint, Operation Totalize, 6 August 1944</em> [digital resource: Grid]. Great Britain. War Office. General Staff. Geographical Section., 1944. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMStPierre_1944_TIFF.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMStPierre_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Historical,Ontario,Grid||Raster,https://library.mcmaster.ca/sites/default/files/geospatial/WWIIMMStPierre_1944_TIFF.png,,,,,,,,
22974,"Le Havre, France (NW). 1:10,000. Map Sheet 1, 2nd Edition, Town Plan, Defence Overprint, 5 September 1944",1944,Great Britain. War Office. General Staff. Geographical Section.,Various geospatial formats available.,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMLeHavreNW_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>","<p>This is a 1:10,000 scale map (defence overprint) of the region of Le Havre, France (NW). It is the second edition of this map, published on September 5, 1944 by the Geographical Section, General Staff (GSGS) of the War Office of Great Britain.</p><p>This overprint utilizes the Nord de Guerre Zone Grid.</p><p>Production information for the overprint is 1500/9/44/3RCE/5153.</p>","<p>Great Britain. War Office. General Staff. Geographical Section. <em>Le Havre, France (NW). 1:10,000. Map Sheet 1, 2nd Edition, Town Plan, Defence Overprint, 5 September 1944</em> [digital resource: Grid]. Great Britain. War Office. General Staff. Geographical Section., 1944. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMLeHavreNW_1944_TIFF.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMLeHavreNW_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Historical,Ontario,Grid||Raster,https://library.mcmaster.ca/sites/default/files/geospatial/WWIIMMLeHavreNW_1944_TIFF.png,,,,,,,,
22981,"Issum, Germany. 1:25,000. Map Sheet 4404, 3rd Edition, Defence Overprint, 6 February 1945, Version 2",1945,Great Britain. War Office. General Staff. Geographical Section.,Various geospatial formats available.,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMIssumDefence_1945v2_TIFF"">Access this resource</a> on Scholars Geoportal.</p>","<p>This is a 1:25,000 scale map (defence overprint) of the region of Issum, Germany. It is the third edition of this map, published on February 6, 1945 by the Geographical Section, General Staff (GSGS) of the War Office of Great Britain.</p><p>This overprint was referenced from air photographs taken January 16, 1945, and utilizes the Nord de Guerre Zone Grid.</p><p>Production information for this overprint is 10M/1/45/3RCE/5557 and 5295/2/45/3RCE/5611.</p>","<p>Great Britain. War Office. General Staff. Geographical Section. <em>Issum, Germany. 1:25,000. Map Sheet 4404, 3rd Edition, Defence Overprint, 6 February 1945, Version 2</em> [digital resource: Grid]. Great Britain. War Office. General Staff. Geographical Section., 1945. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMIssumDefence_1945v2_TIFF.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMIssumDefence_1945v2_TIFF"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Historical,Ontario,Grid||Raster,https://library.mcmaster.ca/sites/default/files/geospatial/WWIIMMIssumDefence_1945v2_TIFF.png,,,,,,,,
22984,"Le Havre, France (East). 1:10,000. Map Sheet 3, 2nd Edition, Town Plan, Defence Overprint, 5 September 1944",1944,Great Britain. War Office. General Staff. Geographical Section.,Various geospatial formats available.,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMLeHavreE_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>","<p>This is a 1:10,000 scale map (defence overprint) of the region of Le Havre, France (East). It is the second edition of this map, published on September 5, 1944 by the Geographical Section, General Staff (GSGS) of the War Office of Great Britain.</p><p>This overprint utilizes the Nord de Guerre Zone Grid.</p><p>Production information for the base map is 5/43/GSGS. Production information for the overprint is 1500/9/44/3RCE/5153.</p>","<p>Great Britain. War Office. General Staff. Geographical Section. <em>Le Havre, France (East). 1:10,000. Map Sheet 3, 2nd Edition, Town Plan, Defence Overprint, 5 September 1944</em> [digital resource: Grid]. Great Britain. War Office. General Staff. Geographical Section., 1944. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMLeHavreE_1944_TIFF.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMLeHavreE_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Historical,Canada,Grid||Raster,https://library.mcmaster.ca/sites/default/files/geospatial/WWIIMMLeHavreE_1944_TIFF.png,,,,,,,,
22990,"Wesel, Germany. 1:25,000. Map Sheet 4305, 3rd Edition, Defence Overprint, December 1944",1944,Great Britain. War Office. General Staff. Geographical Section.,Various geospatial formats available.,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMWesel_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>","<p>This is a 1:25,000 scale map (defence overprint) of the region of Wesel, Germany. It is the third edition of this map, published in December 1944 by the  Geographical Section, General Staff (GSGS) of the War Office of Great Britain. The defence overprint was traced by the Royal Canadian Engineers.</p><p>This overprint utilizes the Nord de Guerre Zone Grid.</p><p>Production information for the base map is 17/DEC44/515RE/783/776. Production information for the overprint is 210/1/45/3RCE/5547.</p>","<p>Great Britain. War Office. General Staff. Geographical Section. <em>Wesel, Germany. 1:25,000. Map Sheet 4305, 3rd Edition, Defence Overprint, December 1944</em> [digital resource: Grid]. Great Britain. War Office. General Staff. Geographical Section., 1944. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMWesel_1944_TIFF.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMWesel_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Historical,Ontario,Grid||Raster,https://library.mcmaster.ca/sites/default/files/geospatial/WWIIMMWesel_1944_TIFF.png,,,,,,,,
22991,"Wegberg, Germany. 1:25,000. Map Sheet 4803, Going Map, 1944",1944,Great Britain. War Office. General Staff. Geographical Section.,Various geospatial formats available.,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMWegberg_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>","<p>This is a 1:25,000 scale going map of the region of Wegberg, Germany. It was published in 1944 by the Geographical Section, General Staff (GSGS) of the War Office of Great Britain.</p><p>Production information for the map is SA/9/1962 and 4/12/44/519RE/1962.</p>","<p>Great Britain. War Office. General Staff. Geographical Section. <em>Wegberg, Germany. 1:25,000. Map Sheet 4803, Going Map, 1944</em> [digital resource: Grid]. Great Britain. War Office. General Staff. Geographical Section., 1944. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMWegberg_1944_TIFF.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMWegberg_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Historical,Ontario,Grid||Raster,https://library.mcmaster.ca/sites/default/files/geospatial/WWIIMMWegberg_1944_TIFF.png,,,,,,,,
23004,"Wesel, Germany. 1:25,000. Map Sheet 4305, 3rd Edition, Defence Overprint, 6 February 1945",1945,Great Britain. War Office. General Staff. Geographical Section.,Various geospatial formats available.,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMWesel_02061945_TIFF"">Access this resource</a> on Scholars Geoportal.</p>","<p>This is a 1:25,000 scale map (defence overprint) of the region of Wesel, Germany. It is the third edition of this map, published on February 6, 1945 by the Geographical Section, General Staff (GSGS) of the War Office of Great Britain.</p><p>This overprint was referenced from air photographs taken January 24, 1945, and utilizes the Nord de Guerre Zone Grid.</p><p>Production information for the base map is 15M/1/45/3RCE/5573. Production information for the overprint is 5295/2/45/3RCE/5611.</p>","<p>Great Britain. War Office. General Staff. Geographical Section. <em>Wesel, Germany. 1:25,000. Map Sheet 4305, 3rd Edition, Defence Overprint, 6 February 1945</em> [digital resource: Grid]. Great Britain. War Office. General Staff. Geographical Section., 1945. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMWesel_02061945_TIFF.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMWesel_02061945_TIFF"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Historical,Ontario,Grid||Raster,https://library.mcmaster.ca/sites/default/files/geospatial/WWIIMMWesel_02061945_TIFF.png,,,,,,,,
23006,"Potigny, France. 1:25,000. Map Sheet 40/14 SW, Defence Overprint, Operation Totalize, 6 August 1944",1944,Great Britain. War Office. General Staff. Geographical Section.,Various geospatial formats available.,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMPotigny_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>","<p>This is a 1:25,000 scale map of Potigny, France, prepared for the purpose of Operation Totalize (August 8-9, 1944). It is a defence overprint published by the Geographical Section, General Staff (GSGS) of the War Office of Great Britain on August 6, 1944. This overprint was referenced from air photographs taken August 1, 1944, counter-battery sources taken August 3, 1944, and ground sources taken August 5, 1944.</p><p>Production information for the overprint is 2010/8/44/3RCE/5028.</p>","<p>Great Britain. War Office. General Staff. Geographical Section. <em>Potigny, France. 1:25,000. Map Sheet 40/14 SW, Defence Overprint, Operation Totalize, 6 August 1944</em> [digital resource: Grid]. Great Britain. War Office. General Staff. Geographical Section., 1944. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMPotigny_1944_TIFF.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMPotigny_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Historical,Canada,Grid||Raster,https://library.mcmaster.ca/sites/default/files/geospatial/WWIIMMPotigny_1944_TIFF.png,,,,,,,,
23007,"Oosterhout, Holland. 1:25,000. Map Sheet 10 SW, Emergency Printing, Defence Overprint, 20 January 1945",1945,United States. Army Map Service,Various geospatial formats available.,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMOosterhout_1945_TIFF"">Access this resource</a> on Scholars Geoportal.</p>","<p>This is a 1:25,000 scale map (defence overprint) of the region of Oosterhout, Holland. It is an emergency printing of this map, published on January 20, 1945 by the Army Map Service of the United States Armed Forces.</p><p>This overprint was referenced from air photographs taken January 16 1945, and utilizes the Nord de Guerre Zone Grid (Blue).</p><p>Production information for the base map is 3M/11/44/3RE/5371. Production information for the overprint is 270/1/45/3RCE/5575.</p>","<p>United States. Army Map Service. <em>Oosterhout, Holland. 1:25,000. Map Sheet 10 SW, Emergency Printing, Defence Overprint, 20 January 1945</em> [digital resource: Grid]. United States. Army Map Service, 1945. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMOosterhout_1945_TIFF.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMOosterhout_1945_TIFF"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Historical,Canada,Grid||Raster,https://library.mcmaster.ca/sites/default/files/geospatial/WWIIMMOosterhout_1945_TIFF.png,,,,,,,,
23008,"Zeebrugge SW, France and Belgium. 1:25,000. Map Sheet 21 SW, Defence Overprint, 3 October 1944",1944,Great Britain. War Office. General Staff. Geographical Section.,Various geospatial formats available.,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMZeebruggeSW_03101944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>","<p>This is a 1:25,000 scale map (defence overprint) of the region of Zeebrugge, France and Belgium. It was published on October 3, 1944 by the Geographical Section, General Staff (GSGS) of the War Office of Great Britain.</p><p>This overprint utilizes the Nord de Guerre Zone Grid.</p><p>Production information for the overprint is 3050/10/44/3RCE/5217.</p>","<p>Great Britain. War Office. General Staff. Geographical Section. <em>Zeebrugge SW, France and Belgium. 1:25,000. Map Sheet 21 SW, Defence Overprint, 3 October 1944</em> [digital resource: Grid]. Great Britain. War Office. General Staff. Geographical Section., 1944. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMZeebruggeSW_03101944_TIFF.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMZeebruggeSW_03101944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Historical,Canada,Grid||Raster,https://library.mcmaster.ca/sites/default/files/geospatial/WWIIMMZeebruggeSW_03101944_TIFF.png,,,,,,,,
23011,"Sestino, Italy. 1:25,000. Map Sheet 108-11 SW, 1st Edition, Defence Overprint, 12 August 1944",1944,Great Britain. War Office. General Staff. Geographical Section.,Various geospatial formats available.,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMSestino_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>","<p>This is a 1:25,000 scale map (defence overprint) of the region of Sestino, Italy. It is the first edition of this map, published on April 12, 1944 by the Geographical Section, General Staff (GSGS) of the War Office of Great Britain.</p><p>This overprint utilizes the North Italy Grid.</p>","<p>Great Britain. War Office. General Staff. Geographical Section. <em>Sestino, Italy. 1:25,000. Map Sheet 108-11 SW, 1st Edition, Defence Overprint, 12 August 1944</em> [digital resource: Grid]. Great Britain. War Office. General Staff. Geographical Section., 1944. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMSestino_1944_TIFF.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMSestino_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Historical,Ontario,Grid||Raster,https://library.mcmaster.ca/sites/default/files/geospatial/WWIIMMSestino_1944_TIFF.png,,,,,,,,
23019,"Kempen, Germany. 1:25,000. Map Sheet 4604, Going Map, 28 September 1944",1944,Great Britain. War Office. General Staff. Geographical Section.,Various geospatial formats available.,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMKempen_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>","<p>This is a 1:25,000 scale going map of the region of Kempen, Germany. It was published on September 28, 1944 by the Geographical Section, General Staff (GSGS) of the War Office of Great Britain.</p><p>This overprint utilizes the Nord de Guerre Zone Grid.</p><p>Production information for this overprint is SA/9/2521 and 4/2/45/519RE/2521.</p>","<p>Great Britain. War Office. General Staff. Geographical Section. <em>Kempen, Germany. 1:25,000. Map Sheet 4604, Going Map, 28 September 1944</em> [digital resource: Grid]. Great Britain. War Office. General Staff. Geographical Section., 1944. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMKempen_1944_TIFF.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMKempen_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Historical,Ontario,Grid||Raster,https://library.mcmaster.ca/sites/default/files/geospatial/WWIIMMKempen_1944_TIFF.png,,,,,,,,
23022,Roads Label Table,2018 - 2020,DMTI Spatial Inc.,Various geospatial formats available.,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1257795354"">Access this resource</a> on Scholars Geoportal.</p>",<p>This table is used to display the names of roads in proper case (mixed-case) format when linked to the Roads layer.</p><p>This table can be joined to DMTI’s roads layer via the unique street identifier. Supporting documentation is available in the Data Dictionary and User Manual.</p>,"<p>DMTI Spatial Inc. <em>Roads Label Table</em> [digital resource: Vector]. DMTI Spatial Inc., (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=1257795354.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1257795354"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Transportation,Canada,Vector,,,,1257795354,,,,,
23027,"Krannenburg, Germany. 1:12,500. Map Sheet 4202/1, 1st Edition, Defence Overprint, 2 February 1945",1945,Canada. Royal Canadian Engineers,Various geospatial formats available.,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMKranenburg_02021945_TIFF"">Access this resource</a> on Scholars Geoportal.</p>","<p>This is a 1:12,500 scale map (defence overprint) of the region of Krannenburg, Germany. It is the first edition of this map, published on February 2, 1945 by the Royal Canadian Engineers.</p><p>This overprint was referenced from air photographs taken January 24, 1945 and ground information taken January 31, 1945, and it utilizes the Nord de Guerre Zone Grid (Blue).</p><p>Production information for the base map is 8M/1/45/3RCE/5356. Production information for the overprint is 8M/2/45/3RCE/5611.</p>","<p>Canada. Royal Canadian Engineers. <em>Krannenburg, Germany. 1:12,500. Map Sheet 4202/1, 1st Edition, Defence Overprint, 2 February 1945</em> [digital resource: Grid]. Canada. Royal Canadian Engineers, 1945. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMKranenburg_02021945_TIFF.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMKranenburg_02021945_TIFF"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Historical,Canada,Grid||Raster,https://library.mcmaster.ca/sites/default/files/geospatial/WWIIMMKranenburg_02021945_TIFF.png,,,,,,,,
23035,"Rheinberg, Germany. 1:25,000. Map Sheet 4405, 3rd Edition, Defence Overprint, 22 January 1945",1945,Great Britain. War Office. General Staff. Geographical Section.,Various geospatial formats available.,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMRheinberg_1945_TIFF"">Access this resource</a> on Scholars Geoportal.</p>","<p>This is a 1:25,000 scale map (defence overprint) of the region of Rheinberg, Germany. It is the third edition of this map, published on January 22, 1945 by the Geographical Section, General Staff (GSGS) of the War Office of Great Britain.</p><p>This overprint utilizes the Nord de Guerre Zone Grid.</p><p>Production information for the overprint is 2/JAN45/515RE/86/971.</p>","<p>Great Britain. War Office. General Staff. Geographical Section. <em>Rheinberg, Germany. 1:25,000. Map Sheet 4405, 3rd Edition, Defence Overprint, 22 January 1945</em> [digital resource: Grid]. Great Britain. War Office. General Staff. Geographical Section., 1945. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMRheinberg_1945_TIFF.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMRheinberg_1945_TIFF"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Historical,Ontario,Grid||Raster,https://library.mcmaster.ca/sites/default/files/geospatial/WWIIMMRheinberg_1945_TIFF.png,,,,,,,,
23036,"Berneval, France. 1:12,500. Map Sheet, Home Forces 23, 3rd Edition, June 1942",1942,Great Britain. War Office. GHQ Home Forces,Various geospatial formats available.,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMBernevel_1942_TIFF"">Access this resource</a> on Scholars Geoportal.</p>","<p>This is a 1:12,500 scale map of the region of Berneval, France. It is the third edition of this map, compiled and published in June 1942 by the GHQ Home Forces of Great Britain.</p><p>Production information for the map is 270/8/42/523/117.</p>","<p>Great Britain. War Office. GHQ Home Forces. <em>Berneval, France. 1:12,500. Map Sheet, Home Forces 23, 3rd Edition, June 1942</em> [digital resource: Grid]. Great Britain. War Office. GHQ Home Forces, 1942. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMBernevel_1942_TIFF.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMBernevel_1942_TIFF"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Historical,Ontario,Grid||Raster,https://library.mcmaster.ca/sites/default/files/geospatial/WWIIMMBernevel_1942_TIFF.png,,,,,,,,
23038,"Blitterswijk, Eastern Holland. 1:25,000. Map Sheet 4402, 3rd Edition, Engineer Overprint, December 1944",1944,United States. Army Map Service,Various geospatial formats available.,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMBlitterswijk_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>","<p>This is a 1:25,000 scale map (engineer overprint) of the region of Blitterswijk, Holland. It is the third edition of this map. The base map was published by the United States Army Map Service in 1944, and the engineer overprint was published by the Royal Canadian Engineers in December 1944.</p><p>This overprint was referenced from air photographs, and utilizes the Nord de Guerre Zone Grid (Blue).</p><p>Production information for the base map is 17/DEC/44/16MRS/813/773. Production information for the overprint is 210/1/45/3RCE/5547.</p>","<p>United States. Army Map Service. <em>Blitterswijk, Eastern Holland. 1:25,000. Map Sheet 4402, 3rd Edition, Engineer Overprint, December 1944</em> [digital resource: Grid]. United States. Army Map Service, 1944. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMBlitterswijk_1944_TIFF.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMBlitterswijk_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Historical,Canada,Grid||Raster,https://library.mcmaster.ca/sites/default/files/geospatial/WWIIMMBlitterswijk_1944_TIFF.png,,,,,,,,
23042,"Erkelenz, Germany. 1:25,000. Map Sheet 4903, Going Map, 1944",1944,Great Britain. War Office. General Staff. Geographical Section.,Various geospatial formats available.,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMErkelenz_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>","<p>This is a 1:25,000 scale going map of the region of Erkelenz, Germany. It was published in 1944 by the Geographical Section, General Staff (GSGS) of the War Office of Great Britain.</p><p>This overprint utilizes the Nord de Guerre Zone Grid.</p><p>Production information for the map is SA/9/1931 and 4/11/44/14RE/1931.</p>","<p>Great Britain. War Office. General Staff. Geographical Section. <em>Erkelenz, Germany. 1:25,000. Map Sheet 4903, Going Map, 1944</em> [digital resource: Grid]. Great Britain. War Office. General Staff. Geographical Section., 1944. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMErkelenz_1944_TIFF.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMErkelenz_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Historical,Ontario,Grid||Raster,https://library.mcmaster.ca/sites/default/files/geospatial/WWIIMMErkelenz_1944_TIFF.png,,,,,,,,
23043,"Emmerich, Eastern Holland. 1:25,000. Map Sheet 4103, 3rd Edition, Defence Overprint, December 1944",1944,Canada. Royal Canadian Engineers,Various geospatial formats available.,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMEmmerich_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>","<p>This is a 1:25,000 scale map (defence overprint) of the region of Emmerich, Eastern Holland. It is the third edition of this map, published in December 1944 by the Army Map Service of the United States Armed Forces. The defence overprint was traced by the Royal Canadian Engineers.</p><p>This overprint utilizes the Nord de Guerre Zone Grid (Blue).</p><p>Production information for the map is 22/DEC/44/16MRS/811/773. Production information for the overprint is 210/1/45/3RCE/5547.</p>","<p>Canada. Royal Canadian Engineers. <em>Emmerich, Eastern Holland. 1:25,000. Map Sheet 4103, 3rd Edition, Defence Overprint, December 1944</em> [digital resource: Grid]. Canada. Royal Canadian Engineers, 1944. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMEmmerich_1944_TIFF.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMEmmerich_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Historical,Ontario,Grid||Raster,https://library.mcmaster.ca/sites/default/files/geospatial/WWIIMMEmmerich_1944_TIFF.png,,,,,,,,
23046,"Caen, France. 1:25,000. Map Sheet 40/16 S.W., Defence Overprint, May 1944",1944,Great Britain. War Office. General Staff. Geographical Section.,Various geospatial formats available.,,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMCaen_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>","<p>This is a 1:25,000 scale map (defence overprint) of the region of Caen, France. It was published in May 1944 by the Geographical Section, General Staff (GSGS) of the War Office of Great Britain.</p><p>This overprint utilizes the Lambert Zone 1 Grid (Red).</p>","<p>Great Britain. War Office. General Staff. Geographical Section. <em>Caen, France. 1:25,000. Map Sheet 40/16 S.W., Defence Overprint, May 1944</em> [digital resource: Grid]. Great Britain. War Office. General Staff. Geographical Section., 1944. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMCaen_1944_TIFF.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMCaen_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Historical,Ontario,Grid||Raster,https://library.mcmaster.ca/sites/default/files/geospatial/WWIIMMCaen_1944_TIFF.png,,,,,,,,
